candidate_id,model_suggestion,suggested_intent_id,suggested_intent_name,primary_goal,routing_expectation,escalation_reason,response_requirements,ambiguity,ood,taxonomy_verdict,taxonomy_notes,entities,needs_second_opinion,confidence,decision_summary,why,alternatives,human_check,generated_at,status
GC-041,resolution_pending,resolution_pending,"Awaiting resolution outcome / case progress (investigation, complaint, case)","DRAFT (verify): Awaiting resolution outcome / case progress (investigation, complaint, case) — customer wrote: '@AmazonHelp Thank you for providing swift resolution. :)'",escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from resolution_pending; margin=0.005, sim=0.717. Human must confirm/correct. Cluster=resolution_pending. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests resolution_pending; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Thank you for providing swift resolution. :)'. Model suggestion resolution_pending (sim=0.717, margin=0.005) is NOT ground truth. Cluster family=resolution_pending sampling=merge_MG-09. Priors considered (2): '@AmazonHelp Called and talked to customer care he is saying to send the pics. But there is no option to attach a pic. Pl'. Historical reply treated as evidence only, not the answer.","ack_thanks (sim=0.712, Conversation closure: thank you / acknowledgement); resolution_thanks (sim=0.547, Issue now resolved / sorted - acknowledgment); ack_willdo (sim=0.523, Conversation closure: commitment to follow the suggested action)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent resolution_pending; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.588204+00:00,model_recommendation
GC-042,off_topic_chat,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)","DRAFT (verify): Social / @-mention chatter (ambiguous, multilingual) — customer wrote: '@AmazonHelp @210293 Wat wud be the runtime of #ArjunReddyOnAmazonPrime'",auto_ok,,Brief generic acknowledgement; no account action; must not request private details.,false,true,ood,"Model-draft from off_topic_chat; margin=0.073, sim=0.694. Human must confirm/correct. Cluster=off_topic_chat. ",0,no,MEDIUM,"Model-draft suggests off_topic_chat; OOD chatter, no support action.","Current message: '@AmazonHelp @210293 Wat wud be the runtime of #ArjunReddyOnAmazonPrime'. Model suggestion off_topic_chat (sim=0.694, margin=0.073) is NOT ground truth. Cluster family=off_topic_chat sampling=ood_candidate. Priors considered (1): '@AmazonHelp Thk u so much! 😁'. Historical reply treated as evidence only, not the answer.","order_status (sim=0.62, Order status / where is my order (order number supplied)); contest_promo (sim=0.522, Contest / quiz participation and results); complaint_service_quality (sim=0.514, Regional (ES/FR) delivery & support quality complaints)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent off_topic_chat; confirm routing auto_ok; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.588535+00:00,model_recommendation
GC-043,contact_phone_issue,contact_phone_issue,Phone / IVR / callback channel not working,DRAFT (verify): Phone / IVR / callback channel not working — customer wrote: '@AmazonHelp Yes i called lots of time but i got stupid answers each and every time',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from contact_phone_issue; margin=0.195, sim=0.673. Human must confirm/correct. Cluster=noise. ",0,no,HIGH,Model-draft suggests contact_phone_issue; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Yes i called lots of time but i got stupid answers each and every time'. Model suggestion contact_phone_issue (sim=0.673, margin=0.195) is NOT ground truth. Cluster family=noise sampling=ordinary_random. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","contact_callback_request (sim=0.468, Asking support to call the customer directly (photo: numbers shared)); detail_provided (sim=0.438, Already provided the requested details (DM / form / email / screenshots)); contact_channel (sim=0.426, How to reach support (phone number / chat option / email))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent contact_phone_issue; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.588859+00:00,model_recommendation
GC-044,waiting_status,waiting_status,Waiting for a response / asking to be answered promptly,DRAFT (verify): Waiting for a response / asking to be answered promptly — customer wrote: '@AmazonHelp still waiting for your revert',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from waiting_status; margin=0.011, sim=0.782. Human must confirm/correct. Cluster=waiting_status. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests waiting_status; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp still waiting for your revert'. Model suggestion waiting_status (sim=0.782, margin=0.011) is NOT ground truth. Cluster family=waiting_status sampling=merge_MG-04. Priors considered (2): '@AmazonHelp hv shared d dtls again.. u can reach me at 9953861576 https://t.co/EQNABQwPop'. Historical reply treated as evidence only, not the answer.","ack_thanks (sim=0.486, Conversation closure: thank you / acknowledgement); time_estimate_query (sim=0.447, Asking how long / how soon (time estimate)); template_neg (sim=0.435, Conversation closure: short negation answers (no / not yet / doesn't say))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent waiting_status; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.589244+00:00,model_recommendation
GC-045,cs_team_no_response,cs_team_no_response,Team not responding / still no reply after contacting support,DRAFT (verify): Team not responding / still no reply after contacting support — customer wrote: '@AmazonHelp Reverted but failed. Share correct email id',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from cs_team_no_response; margin=0.001, sim=0.713. Human must confirm/correct. Cluster=cs_team_no_response. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests cs_team_no_response; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Reverted but failed. Share correct email id'. Model suggestion cs_team_no_response (sim=0.713, margin=0.001) is NOT ground truth. Cluster family=cs_team_no_response sampling=merge_MG-05. Priors considered (2): '@AmazonHelp Spending of 2.5 lac made from my id .. then it is locked. Is amazon never saw such a big orders ???'. Historical reply treated as evidence only, not the answer.","detail_provided (sim=0.712, Already provided the requested details (DM / form / email / screenshots)); phish_email (sim=0.61, Suspicious / phishing email: asking whether it is genuine); account_login (sim=0.596, Account login / access problems)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent cs_team_no_response; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.589663+00:00,model_recommendation
GC-046,megacluster_unclear,megacluster_unclear,Large mixed cluster - not one coherent intent (needs sub-splitting),DRAFT (verify): Large mixed cluster - not one coherent intent (needs sub-splitting) — customer wrote: '@AmazonHelp Is amazon people r illiterate ??? I said my account is locked then how i can enter in this link.. plz tell MM.. m really fade up',unsure,,Insufficient context for safe auto-response; human must review priors before acting.,true,false,ambiguous,"Model-draft from megacluster_unclear; margin=0.034, sim=0.56. Human must confirm/correct. Cluster=megacluster_unclear. ",0,yes,LOW,Model-draft suggests megacluster_unclear; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Is amazon people r illiterate ??? I said my account is locked then how i can enter in this link.. plz tell MM.. m really fade up'. Model suggestion megacluster_unclear (sim=0.56, margin=0.034) is NOT ground truth. Cluster family=megacluster_unclear sampling=split_cluster7. Priors considered (2): '@AmazonHelp Agreed but how to contact them'. Historical reply treated as evidence only, not the answer.","account_login (sim=0.527, Account login / access problems); echo_alexa (sim=0.457, Echo / Alexa device issues and routines); complaint_service_quality (sim=0.415, Regional (ES/FR) delivery & support quality complaints)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent megacluster_unclear; confirm routing unsure; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.590201+00:00,model_recommendation
GC-047,megacluster_unclear,megacluster_unclear,Large mixed cluster - not one coherent intent (needs sub-splitting),"DRAFT (verify): Large mixed cluster - not one coherent intent (needs sub-splitting) — customer wrote: '@AmazonHelp De nada, Vendido por Amazon EU S.a.r.L..'",unsure,,Insufficient context for safe auto-response; human must review priors before acting.,true,false,ambiguous,"Model-draft from megacluster_unclear; margin=0.154, sim=0.768. Human must confirm/correct. Cluster=megacluster_unclear. ",0,yes,LOW,Model-draft suggests megacluster_unclear; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp De nada, Vendido por Amazon EU S.a.r.L..'. Model suggestion megacluster_unclear (sim=0.768, margin=0.154) is NOT ground truth. Cluster family=megacluster_unclear sampling=split_cluster7. Priors considered (1): '@AmazonHelp Fecha de entrega 29 de noviembre. Imposible comunicar con transportista. Hoy ni si quiera pone en el seguimi'. Historical reply treated as evidence only, not the answer.","seller_issue (sim=0.614, Third-party seller fulfilment / feedback / communication issues); delivery_tracking (sim=0.527, Package / parcel whereabouts (tracking says X but status unclear)); price_change (sim=0.507, Price changed vs listing / sale price discrepancy)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent megacluster_unclear; confirm routing unsure; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.590961+00:00,model_recommendation
GC-048,delivery_carrier,delivery_carrier,Carrier identification or carrier-specific issue,"DRAFT (verify): Carrier identification or carrier-specific issue — customer wrote: '@AmazonHelp Scratch that, this one is US PS'",escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from delivery_carrier; margin=0.004, sim=0.591. Human must confirm/correct. Cluster=delivery_carrier. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests delivery_carrier; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Scratch that, this one is US PS'. Model suggestion delivery_carrier (sim=0.591, margin=0.004) is NOT ground truth. Cluster family=delivery_carrier sampling=merge_MG-08. Priors considered (2): '@AmazonHelp UPS. But The first one looks like your seller didn’t even bother to bring it to UPS for couple days'. Historical reply treated as evidence only, not the answer.","off_topic_chat (sim=0.587, Social / @-mention chatter (ambiguous, multilingual)); ack_done (sim=0.536, Conversation closure: reports the requested action is done); status_update_request (sim=0.459, Asking support to check / verify current status)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent delivery_carrier; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.591438+00:00,model_recommendation
GC-049,megacluster_unclear,megacluster_unclear,Large mixed cluster - not one coherent intent (needs sub-splitting),DRAFT (verify): Large mixed cluster - not one coherent intent (needs sub-splitting) — customer wrote: '@AmazonHelp I'm not going to put my account info on Twitter. This is the 4th time you have delivered to an unmarked door that I do not have access to. Now my ch',unsure,,Insufficient context for safe auto-response; human must review priors before acting.,true,false,ambiguous,"Model-draft from megacluster_unclear; margin=0.01, sim=0.61. Human must confirm/correct. Cluster=megacluster_unclear. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests megacluster_unclear; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp I'm not going to put my account info on Twitter. This is the 4th time you have delivered to an unmarked door that I do not have access to. Now my ch'. Model suggestion megacluster_unclear (sim=0.61, margin=0.01) is NOT ground truth. Cluster family=megacluster_unclear sampling=common_random. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","account_login (sim=0.6, Account login / access problems); cs_team_no_response (sim=0.48, Team not responding / still no reply after contacting support); echo_alexa (sim=0.47, Echo / Alexa device issues and routines)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent megacluster_unclear; confirm routing unsure; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.592253+00:00,model_recommendation
GC-050,delivery_carrier,delivery_carrier,Carrier identification or carrier-specific issue,DRAFT (verify): Carrier identification or carrier-specific issue — customer wrote: '@AmazonHelp Royal Mail says it is ou for delivery but my Amazon account said it should have been here by 8pm and now won't be here till the 5th. I need this ord',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from delivery_carrier; margin=0.064, sim=0.76. Human must confirm/correct. Cluster=megacluster_unclear. ",0,no,HIGH,Model-draft suggests delivery_carrier; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Royal Mail says it is ou for delivery but my Amazon account said it should have been here by 8pm and now won't be here till the 5th. I need this ord'. Model suggestion delivery_carrier (sim=0.76, margin=0.064) is NOT ground truth. Cluster family=megacluster_unclear sampling=split_cluster7. Priors considered (1): '@AmazonHelp Nope nothing. Haven't received one email I had to check myself on the Royal Mail tracker.'. Historical reply treated as evidence only, not the answer.","megacluster_unclear (sim=0.696, Large mixed cluster - not one coherent intent (needs sub-splitting)); delivery_date_change (sim=0.653, Delivery date changed repeatedly); order_status (sim=0.647, Order status / where is my order (order number supplied))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent delivery_carrier; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.592928+00:00,model_recommendation
GC-051,refund_request,refund_request,Refund / compensation request and refund status,"DRAFT (verify): Refund / compensation request and refund status — customer wrote: '@AmazonHelp use for nothing, u take freaking, nearly a month for refund of my money, chk for ur self Order # 408-5299194-7037110, my courier charges have not be'",escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from refund_request; margin=0.077, sim=0.658. Human must confirm/correct. Cluster=noise. ",0,no,HIGH,Model-draft suggests refund_request; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp use for nothing, u take freaking, nearly a month for refund of my money, chk for ur self Order # 408-5299194-7037110, my courier charges have not be'. Model suggestion refund_request (sim=0.658, margin=0.077) is NOT ground truth. Cluster family=noise sampling=safety_sensitive. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","fraud_accusation (sim=0.582, Accusation of fraud / scam / cheating); charge_inquiry (sim=0.522, Unexpected / repeated / confusing charge (bank statement inconsistency)); complaint_service_quality (sim=0.512, Regional (ES/FR) delivery & support quality complaints)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent refund_request; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.593465+00:00,model_recommendation
GC-052,complaint_service_quality,complaint_service_quality,Regional (ES/FR) delivery & support quality complaints,"DRAFT (verify): Regional (ES/FR) delivery & support quality complaints — customer wrote: '@AmazonHelp So, let me get this straight, you want me to wait for an ""account specialist"" again (assuming they actually answer this time) or do it myself with t'",escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from complaint_service_quality; margin=0.0, sim=0.594. Human must confirm/correct. Cluster=account_login. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests complaint_service_quality; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp So, let me get this straight, you want me to wait for an ""account specialist"" again (assuming they actually answer this time) or do it myself with t'. Model suggestion complaint_service_quality (sim=0.594, margin=0.0) is NOT ground truth. Cluster family=account_login sampling=common_boundary. Priors considered (1): '@AmazonHelp Yup, nothing in my spam folder and I'm not going to waste my time calling again. I was told my account has b'. Historical reply treated as evidence only, not the answer.","account_login (sim=0.594, Account login / access problems); detail_provided (sim=0.54, Already provided the requested details (DM / form / email / screenshots)); charge_inquiry (sim=0.484, Unexpected / repeated / confusing charge (bank statement inconsistency))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent complaint_service_quality; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.593960+00:00,model_recommendation
GC-053,package_damaged,package_damaged,Item arrived damaged / poor packaging,DRAFT (verify): Item arrived damaged / poor packaging — customer wrote: '@AmazonHelp Pas utile au final le paquet a été mis dans ma boîte à lettres. Comment il a pu l’ouvrir est une autre histoire vu que son collègue hier n’avait pas',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from package_damaged; margin=0.018, sim=0.682. Human must confirm/correct. Cluster=noise. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests package_damaged; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Pas utile au final le paquet a été mis dans ma boîte à lettres. Comment il a pu l’ouvrir est une autre histoire vu que son collègue hier n’avait pas'. Model suggestion package_damaged (sim=0.682, margin=0.018) is NOT ground truth. Cluster family=noise sampling=multilingual. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","delivery_tracking (sim=0.664, Package / parcel whereabouts (tracking says X but status unclear)); stock_availability (sim=0.613, Stock / CODPIN / pincode availability; item out of stock); delivery_delay (sim=0.587, Delivery failing around Diwali / festivals (India))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent package_damaged; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.594521+00:00,model_recommendation
GC-054,delivery_tracking,delivery_tracking,Package / parcel whereabouts (tracking says X but status unclear),"DRAFT (verify): Package / parcel whereabouts (tracking says X but status unclear) — customer wrote: '@AmazonHelp I havent contacted you this is my first contact, there been zero update on the package since half past Midnight... it changed from guaranteed today '",escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from delivery_tracking; margin=0.0, sim=0.721. Human must confirm/correct. Cluster=delivery_tracking. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests delivery_tracking; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp I havent contacted you this is my first contact, there been zero update on the package since half past Midnight... it changed from guaranteed today '. Model suggestion delivery_tracking (sim=0.721, margin=0.0) is NOT ground truth. Cluster family=delivery_tracking sampling=common_boundary. Priors considered (1): '@AmazonHelp It changed from delivery expected today to now say between 2-5th December'. Historical reply treated as evidence only, not the answer.","delivery_delay (sim=0.69, Delivery failing around Diwali / festivals (India)); preorder (sim=0.622, Pre-order release date issues (games, consoles, media)); status_update_request (sim=0.621, Asking support to check / verify current status)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent delivery_tracking; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.594947+00:00,model_recommendation
GC-055,complaint_service_quality,complaint_service_quality,Regional (ES/FR) delivery & support quality complaints,DRAFT (verify): Regional (ES/FR) delivery & support quality complaints — customer wrote: '@AmazonHelp Wonder wat check is being done by ur team.. most disgusting hw grievances r handled..It’s not the amt it’s ethics. Amazon quick in comiting',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from complaint_service_quality; margin=0.006, sim=0.519. Human must confirm/correct. Cluster=megacluster_unclear. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests complaint_service_quality; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Wonder wat check is being done by ur team.. most disgusting hw grievances r handled..It’s not the amt it’s ethics. Amazon quick in comiting'. Model suggestion complaint_service_quality (sim=0.519, margin=0.006) is NOT ground truth. Cluster family=megacluster_unclear sampling=split_cluster7. Priors considered (2): '@AmazonHelp Have provided d details wonder at wat speed u resolve the issue. Will wait n watch if it’s genuine effort or'. Historical reply treated as evidence only, not the answer.","cs_team_no_response (sim=0.513, Team not responding / still no reply after contacting support); megacluster_unclear (sim=0.494, Large mixed cluster - not one coherent intent (needs sub-splitting)); resolution_pending (sim=0.479, Awaiting resolution outcome / case progress (investigation, complaint, case))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent complaint_service_quality; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.595338+00:00,model_recommendation
GC-056,seller_issue,seller_issue,Third-party seller fulfilment / feedback / communication issues,DRAFT (verify): Third-party seller fulfilment / feedback / communication issues — customer wrote: '@AmazonHelp Tried order a product for 30 mins straight. Kept saying in stock &amp; add to cart but it would keep telling me the item was not available choose an',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from seller_issue; margin=0.0, sim=0.636. Human must confirm/correct. Cluster=megacluster_unclear. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests seller_issue; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Tried order a product for 30 mins straight. Kept saying in stock &amp; add to cart but it would keep telling me the item was not available choose an'. Model suggestion seller_issue (sim=0.636, margin=0.0) is NOT ground truth. Cluster family=megacluster_unclear sampling=common_boundary. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","megacluster_unclear (sim=0.636, Large mixed cluster - not one coherent intent (needs sub-splitting)); price_change (sim=0.602, Price changed vs listing / sale price discrepancy); refund_request (sim=0.541, Refund / compensation request and refund status)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent seller_issue; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.595718+00:00,model_recommendation
GC-057,delivery_driver,delivery_driver,Delivery driver behaviour complaint (threw package / did not knock / lied / no contact),"DRAFT (verify): Delivery driver behaviour complaint (threw package / did not knock / lied / no contact) — customer wrote: '@AmazonHelp Pas encore, j'attends que @132988 fasse son travail, je ne peux pas conduire actuellement donc aucun moyen de récupérer mon colis là ils vont daigne'",escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from delivery_driver; margin=0.006, sim=0.693. Human must confirm/correct. Cluster=noise. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests delivery_driver; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Pas encore, j'attends que @132988 fasse son travail, je ne peux pas conduire actuellement donc aucun moyen de récupérer mon colis là ils vont daigne'. Model suggestion delivery_driver (sim=0.693, margin=0.006) is NOT ground truth. Cluster family=noise sampling=noise_diverse. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","carrier_unreachable (sim=0.687, Carrier not reachable / no tracking number returned); return_process (sim=0.659, Return / return pickup process issues (scheduling, windows)); delivery_tracking (sim=0.603, Package / parcel whereabouts (tracking says X but status unclear))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent delivery_driver; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.596100+00:00,model_recommendation
GC-058,contact_channel,contact_channel,How to reach support (phone number / chat option / email),DRAFT (verify): How to reach support (phone number / chat option / email) — customer wrote: '@AmazonHelp Just spoke to uk help. Looks like the driver couldnt find my address. Why didnt he use the drivers help line? Norwich dispatch',clarify,,Ask one safe clarifying question; must not request order IDs/payment/phone publicly; offer private handoff if needed.,false,false,fits,"Model-draft from contact_channel; margin=0.0, sim=0.625. Human must confirm/correct. Cluster=delivery_driver. Low-margin: alternatives close; review required. ",0,yes,LOW,Model-draft suggests contact_channel; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp Just spoke to uk help. Looks like the driver couldnt find my address. Why didnt he use the drivers help line? Norwich dispatch'. Model suggestion contact_channel (sim=0.625, margin=0.0) is NOT ground truth. Cluster family=delivery_driver sampling=common_boundary. No prior in-corpus customer turns. Historical reply treated as evidence only, not the answer.","delivery_driver (sim=0.625, Delivery driver behaviour complaint (threw package / did not knock / lied / no contact)); carrier_unreachable (sim=0.62, Carrier not reachable / no tracking number returned); return_process (sim=0.551, Return / return pickup process issues (scheduling, windows))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent contact_channel; confirm routing clarify; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.596457+00:00,model_recommendation
GC-059,prime_video,prime_video,Prime Video: streaming / catalogue / subtitles / regional availability,DRAFT (verify): Prime Video: streaming / catalogue / subtitles / regional availability — customer wrote: '@AmazonHelp BFG doesnt have subtitles either. Why should I pay for a service that charges me twice AND discriminates against me? https://t.co/fBVy8c5f8o',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from prime_video; margin=0.229, sim=0.576. Human must confirm/correct. Cluster=prime_video. ",0,no,HIGH,Model-draft suggests prime_video; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp BFG doesnt have subtitles either. Why should I pay for a service that charges me twice AND discriminates against me? https://t.co/fBVy8c5f8o'. Model suggestion prime_video (sim=0.576, margin=0.229) is NOT ground truth. Cluster family=prime_video sampling=rare_cluster. Priors considered (2): '@AmazonHelp See. No subtitles available. https://t.co/s5l9Yj1DIH'. Historical reply treated as evidence only, not the answer.","detail_provided (sim=0.347, Already provided the requested details (DM / form / email / screenshots)); item_missing (sim=0.336, Item not received although marked delivered / item missing from parcel); negative_frustration (sim=0.332, Frustration / anger with little or no actionable request)","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent prime_video; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.596785+00:00,model_recommendation
GC-060,shipping_speed,shipping_speed,Paid-for / Prime delivery speed not honoured (one/two-day/same-day),DRAFT (verify): Paid-for / Prime delivery speed not honoured (one/two-day/same-day) — customer wrote: '@AmazonHelp order date- 5th Oct. and you replied that wait 24-48 hours more on 10th Oct. Why should i wait 7 days for a product with PRIME MEMBERSHIP.',escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,false,false,fits,"Model-draft from shipping_speed; margin=0.103, sim=0.677. Human must confirm/correct. Cluster=shipping_speed. ",0,no,HIGH,Model-draft suggests shipping_speed; requires HUMAN verification before use as label.,"Current message: '@AmazonHelp order date- 5th Oct. and you replied that wait 24-48 hours more on 10th Oct. Why should i wait 7 days for a product with PRIME MEMBERSHIP.'. Model suggestion shipping_speed (sim=0.677, margin=0.103) is NOT ground truth. Cluster family=shipping_speed sampling=common_random. Priors considered (2): '@AmazonHelp Yes. Yesterday'. Historical reply treated as evidence only, not the answer.","time_estimate_query (sim=0.539, Asking how long / how soon (time estimate)); delivery_estimate (sim=0.534, Asking for delivery / dispatch date or estimate window); resolution_pending (sim=0.528, Awaiting resolution outcome / case progress (investigation, complaint, case))","In CLI verify: read MESSAGE alone first, then priors; confirm/override intent shipping_speed; confirm routing escalate; set entities (draft uses 0); decide second-opinion flag. You must press [s]ave in eval.annotate to create ground truth.",2026-09-12T13:31:21.597180+00:00,model_recommendation
