priority,priority_reason,candidate_id,model_intent_id,model_intent_name,model_confidence,routing_expectation,ambiguity,ood,taxonomy_verdict,needs_second_opinion,human_review_status,human_decision,human_notes
5,taxonomy/ambiguity attention: ood=true,GC-164,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)",MEDIUM,auto_ok,false,true,ood,no,pending,,
5,taxonomy/ambiguity attention: ood=true,GC-167,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)",MEDIUM,auto_ok,false,true,ood,no,pending,,
5,"taxonomy/ambiguity attention: ambiguity=true, verdict=ambiguous",GC-170,megacluster_unclear,Large mixed cluster - not one coherent intent (needs sub-splitting),LOW,unsure,true,false,ambiguous,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-171,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-174,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-175,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ood=true,GC-177,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)",MEDIUM,auto_ok,false,true,ood,no,pending,,
5,taxonomy/ambiguity attention: ood=true,GC-181,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)",MEDIUM,auto_ok,false,true,ood,no,pending,,
5,taxonomy/ambiguity attention: ood=true,GC-189,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)",MEDIUM,auto_ok,false,true,ood,no,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-192,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ood=true,GC-193,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)",MEDIUM,auto_ok,false,true,ood,no,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-195,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ood=true,GC-196,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)",MEDIUM,auto_ok,false,true,ood,no,already_verified,order_status,
5,taxonomy/ambiguity attention: ambiguity=true,GC-200,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
