candidate_id,annotator,intent_id,intent_name,primary_goal,entities,routing_expectation,escalation_reason,response_requirements,ambiguity,ood,taxonomy_verdict,taxonomy_notes,needs_second_opinion,model_suggestion,suggestion_outcome,annotated_at
GC-198,dhrumil,delivery_date_change,Delivery date changed repeatedly,DRAFT (verify): Delivery date changed repeatedly — customer wrote: '@AmazonHelp I didn't receive any estimated delivery date at all. It's Xanathar's Guide to Everything by Wizards of the Coast.',[],escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from delivery_date_change; margin=0.13, sim=0.663. Human must confirm/correct. Cluster=noise. ",False,delivery_date_change,accepted,2026-09-12T18:16:33.888350+00:00
GC-201,dhrumil,refund_request,Refund / compensation request and refund status,DRAFT (verify): Refund / compensation request and refund status — customer wrote: '@AmazonHelp Yes. I just told you that. I'd prefer a refund asap. I don't want to have to chase this up.',[],escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from refund_request; margin=0.107, sim=0.761. Human must confirm/correct. Cluster=refund_request. ",False,refund_request,accepted,2026-09-12T18:16:48.524830+00:00
GC-202,dhrumil,delivery_driver,Delivery driver behaviour complaint (threw package / did not knock / lied / no contact),DRAFT (verify): Delivery driver behaviour complaint (threw package / did not knock / lied / no contact) — customer wrote: '@AmazonHelp Yes i tried all of those things. Even went to my neighbors to check left and right of my house nothing. What’s upsetting is it says driver delivered',[],escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from delivery_driver; margin=0.172, sim=0.688. Human must confirm/correct. Cluster=delivery_driver. ",False,delivery_driver,accepted,2026-09-12T18:16:50.631918+00:00
GC-203,dhrumil,account_login,Account login / access problems,DRAFT (verify): Account login / access problems — customer wrote: '@AmazonHelp Yes I received an email saying it had been successfully changed but it still won’t work. I’ve tried logging into my other account and it works fine ',[],escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from account_login; margin=0.228, sim=0.8. Human must confirm/correct. Cluster=account_login. ",False,account_login,accepted,2026-09-12T18:17:05.637920+00:00
GC-204,dhrumil,shipping_speed,Paid-for / Prime delivery speed not honoured (one/two-day/same-day),DRAFT (verify): Paid-for / Prime delivery speed not honoured (one/two-day/same-day) — customer wrote: '@AmazonHelp I think the issue is resolved. Prime was accidentally activated via Amazon Video on the Wii when we already have Prime on a separate credit card. I ',[],escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from shipping_speed; margin=0.061, sim=0.639. Human must confirm/correct. Cluster=shipping_speed. ",False,shipping_speed,accepted,2026-09-12T18:17:08.506894+00:00
GC-002,dhrumil,agent_escalation,Escalation to supervisor / manager / senior team,"DRAFT (verify): Escalation to supervisor / manager / senior team — customer wrote: '@AmazonHelp I frankly don't have the patience for another chat with your ""customer service"" people today.'",[],escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from agent_escalation; margin=0.036, sim=0.601. Human must confirm/correct. Cluster=noise. ",False,agent_escalation,accepted,2026-09-12T18:17:17.429656+00:00
GC-009,dhrumil,ack_thanks,Conversation closure: thank you / acknowledgement,DRAFT (verify): Conversation closure: thank you / acknowledgement — customer wrote: '@AmazonHelp Details sent. Please check.',[],auto_ok,,Brief acknowledgement only; no order/account action; must not request private details publicly.,False,False,fits,"Model-draft from ack_thanks; margin=0.04, sim=0.722. Human must confirm/correct. Cluster=detail_provided. ",False,ack_thanks,accepted,2026-09-12T18:17:31.381784+00:00
GC-010,dhrumil,resolution_pending,"Awaiting resolution outcome / case progress (investigation, complaint, case)","DRAFT (verify): Awaiting resolution outcome / case progress (investigation, complaint, case) — customer wrote: '@AmazonHelp Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated &amp; new status will be provided in 1 day!'",[],escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from resolution_pending; margin=0.033, sim=0.666. Human must confirm/correct. Cluster=noise. ",False,resolution_pending,accepted,2026-09-12T18:17:34.259555+00:00
GC-019,dhrumil,delivery_delay,Delivery failing around Diwali / festivals (India),DRAFT (verify): Delivery failing around Diwali / festivals (India) — customer wrote: '@AmazonHelp J’espère que cet fois les délais seront respectée',[],escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from delivery_delay; margin=0.053, sim=0.68. Human must confirm/correct. Cluster=noise. ",False,delivery_delay,accepted,2026-09-12T18:17:37.486823+00:00
GC-034,dhrumil,link_issue,"Ticket / contact form limitations (closed, no reply option)","DRAFT (verify): Ticket / contact form limitations (closed, no reply option) — customer wrote: '@AmazonHelp Parece un chiste... Porque cualquiera de las opciones de ese link me pide que ingrese, que es justamente lo que el sitio no me deja. Ayuda?'",[],escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from link_issue; margin=0.039, sim=0.725. Human must confirm/correct. Cluster=link_issue. ",False,link_issue,accepted,2026-09-12T18:17:41.353633+00:00
GC-040,dhrumil,refund_request,Refund / compensation request and refund status,"DRAFT (verify): Refund / compensation request and refund status — customer wrote: '@AmazonHelp I want my money back . I know you have no solution, only time pass.'",[],escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from refund_request; margin=0.054, sim=0.659. Human must confirm/correct. Cluster=refund_request. ",False,refund_request,accepted,2026-09-12T18:17:49.746539+00:00
GC-062,dhrumil,complaint_service_quality,Regional (ES/FR) delivery & support quality complaints,Resolve an overdue delivery after repeated unsuccessful contact with support,[],escalate,delivery is already 4 days overdue,delivery is already 4 days overdue,False,False,fits,"Model-draft from delivery_estimate; margin=0.056, sim=0.649. Human must confirm/correct. Cluster=noise. ",False,delivery_estimate,corrected,2026-09-12T18:19:44.136706+00:00
GC-080,dhrumil,negative_frustration,Frustration / anger with little or no actionable request,DRAFT (verify): Frustration / anger with little or no actionable request — customer wrote: '@AmazonHelp Il y a tout de même une erreur à remonter chez vous dans vos services.',[],escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from negative_frustration; margin=0.057, sim=0.578. Human must confirm/correct. Cluster=noise. ",False,negative_frustration,accepted,2026-09-12T18:19:55.749266+00:00
GC-095,dhrumil,device_issue,Device or app not working (generic troubleshooting),"It's been 4 days over and amazon denying to take ""poor phone"" back",[],escalate,"It's been 4 days over and amazon denying to take ""poor phone"" back","It's been 4 days over and amazon denying to take ""poor phone"" back",False,False,fits,"Model-draft from product_defect; margin=0.059, sim=0.667. Human must confirm/correct. Cluster=megacluster_unclear. ",False,product_defect,corrected,2026-09-12T18:21:40.759819+00:00
GC-098,dhrumil,delivery_tracking,Package / parcel whereabouts (tracking says X but status unclear),DRAFT (verify): Package / parcel whereabouts (tracking says X but status unclear) — customer wrote: '@AmazonHelp 6:27 pm yesterday (24/11/17) it said out for delivery. That was the last I've heard.',[],escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from delivery_tracking; margin=0.04, sim=0.806. Human must confirm/correct. Cluster=delivery_tracking. ",False,delivery_tracking,accepted,2026-09-12T18:22:46.044947+00:00
GC-128,dhrumil,account_login,Account login / access problems,[GC-128] reason=noise_diverse cluster=-1 family=noise,[],clarify,,We are waiting for the ticketmaster codes for the presale for dublin!,False,False,fits,"Model-draft from link_issue; margin=0.054, sim=0.599. Human must confirm/correct. Cluster=noise. ",False,link_issue,corrected,2026-09-12T18:28:01.019150+00:00
GC-130,dhrumil,template_time,Conversation closure: short time/date answers,DRAFT (verify): Conversation closure: short time/date answers — customer wrote: '@AmazonHelp Uno para hoy y otro mañana',[],auto_ok,,Brief acknowledgement only; no order/account action; must not request private details publicly.,False,False,fits,"Model-draft from template_time; margin=0.056, sim=0.774. Human must confirm/correct. Cluster=template_time. ",False,template_time,accepted,2026-09-12T18:28:12.979987+00:00
GC-133,dhrumil,template_neg,Conversation closure: short negation answers (no / not yet / doesn't say),"DRAFT (verify): Conversation closure: short negation answers (no / not yet / doesn't say) — customer wrote: '@AmazonHelp I have yes, but as far as I'm aware I haven't shared them with anyone'",[],auto_ok,,Brief acknowledgement only; no order/account action; must not request private details publicly.,False,False,fits,"Model-draft from template_neg; margin=0.051, sim=0.592. Human must confirm/correct. Cluster=noise. ",False,template_neg,accepted,2026-09-12T18:28:33.929148+00:00
GC-183,dhrumil,link_issue,"Ticket / contact form limitations (closed, no reply option)","DRAFT (verify): Ticket / contact form limitations (closed, no reply option) — customer wrote: '@AmazonHelp I hv already updated on the given link yesterday'",[],escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from link_issue; margin=0.042, sim=0.667. Human must confirm/correct. Cluster=noise. ",False,link_issue,accepted,2026-09-12T18:28:46.262046+00:00
GC-199,dhrumil,ack_thanks,Conversation closure: thank you / acknowledgement,"DRAFT (verify): Conversation closure: thank you / acknowledgement — customer wrote: '@AmazonHelp Realmente estoy muy contenta, porque se ha adelantado la entrega un montón, primero ha pasado de llegar el día 5-12 al 30-11 y me ha llegado la noti'",[],auto_ok,,Brief acknowledgement only; no order/account action; must not request private details publicly.,False,False,fits,"Model-draft from ack_thanks; margin=0.054, sim=0.761. Human must confirm/correct. Cluster=ack_thanks. ",False,ack_thanks,accepted,2026-09-12T18:28:50.466230+00:00
GC-001,dhrumil,delivery_tracking,Package / parcel whereabouts (tracking says X but status unclear),"Says delivered Saturday, was not, I was home all day",[],auto_ok,,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from refund_request; margin=0.012, sim=0.659. Human must confirm/correct. Cluster=noise. Low-margin: alternatives close; review required. ",False,refund_request,corrected,2026-09-12T18:30:15.959753+00:00
GC-004,dhrumil,delivery_delay,Delivery failing around Diwali / festivals (India),less than a week away and still no Shipping Information on something that we Pre-ordered back in August,[],escalate,less than a week away and still no Shipping Information on something that we Pre-ordered back in August,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from shipping_speed; margin=0.014, sim=0.635. Human must confirm/correct. Cluster=noise. Low-margin: alternatives close; review required. ",True,shipping_speed,corrected,2026-09-12T18:32:31.546710+00:00
GC-005,dhrumil,refund_request,Refund / compensation request and refund status,DRAFT (verify): Refund / compensation request and refund status — customer wrote: '@AmazonHelp Already started the return. UPS gets it from my doorstep tomorrow. Order 111-5014070-4118645',[],escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from refund_request; margin=0.003, sim=0.713. Human must confirm/correct. Cluster=noise. Low-margin: alternatives close; review required. ",True,refund_request,accepted,2026-09-12T18:33:17.692510+00:00
GC-008,dhrumil,complaint_service_quality,Regional (ES/FR) delivery & support quality complaints,DRAFT (verify): Regional (ES/FR) delivery & support quality complaints — customer wrote: '@AmazonHelp I just said it's been sorted! I've been refunded! I'm just not impressed with the service any more.',[],escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from complaint_service_quality; margin=0.011, sim=0.65. Human must confirm/correct. Cluster=noise. Low-margin: alternatives close; review required. ",True,complaint_service_quality,accepted,2026-09-12T18:33:38.416941+00:00
GC-014,dhrumil,detail_provided,Already provided the requested details (DM / form / email / screenshots),DRAFT (verify): Already provided the requested details (DM / form / email / screenshots) — customer wrote: '@AmazonHelp 9990776470 __email__',[],escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from detail_provided; margin=0.054, sim=0.822. Human must confirm/correct. Cluster=noise. ",True,detail_provided,accepted,2026-09-12T18:34:07.562860+00:00
GC-015,dhrumil,refund_request,Refund / compensation request and refund status,2 item remaning for refund.,[],escalate,Refund remaining for 2 item.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from return_process; margin=0.0, sim=0.725. Human must confirm/correct. Cluster=refund_request. Low-margin: alternatives close; review required. ",True,return_process,corrected,2026-09-13T11:29:56.078838+00:00
GC-017,dhrumil,delivery_estimate,Asking for delivery / dispatch date or estimate window,Deliveray date is not given.,[],clarify,,provide date,False,False,fits,"Model-draft from shipping_speed; margin=0.0, sim=0.707. Human must confirm/correct. Cluster=megacluster_unclear. Low-margin: alternatives close; review required. ",False,shipping_speed,corrected,2026-09-13T11:32:35.352430+00:00
GC-018,dhrumil,detail_provided,Already provided the requested details (DM / form / email / screenshots),DRAFT (verify): Already provided the requested details (DM / form / email / screenshots) — customer wrote: '@AmazonHelp Esses 😍❤️😍❤️ e ameiii. https://t.co/LocWOd81BA',[],escalate,Requires private/order-specific investigation or human review; do not handle fully automatically from public message.,Acknowledge and direct to private/secure channel; must not request order IDs/payment/phone publicly; must not promise outcome.,False,False,fits,"Model-draft from detail_provided; margin=0.001, sim=0.756. Human must confirm/correct. Cluster=detail_provided. Low-margin: alternatives close; review required. ",True,detail_provided,accepted,2026-09-13T11:36:36.116140+00:00
