sample_id,corpus_row,script,lenbin,customer_message_id,conversation_id,created_dt,text
N2-159,48611,latin_acc,mid,1267058,1267059,2017-10-17 10:35:53+00:00,@AmazonHelp Und wann ist er wieder verfügbar? Oder wird er überhaupt wieder verfügbar sein? Immerhin startet heute die NBA Season?!!
N2-160,48810,latin_plain,short,1271838,1271842,2017-10-16 07:27:37+00:00,@AmazonHelp Please go thro the mail __email__ or registered 9544404488
N2-161,48963,latin_plain,short,1277132,1277133,2017-10-26 16:24:10+00:00,@AmazonHelp Just check chat with ur customer care for order 407-8372592-2764368
N2-162,49654,latin_plain,vshort,1300546,1299401,2017-10-18 03:01:55+00:00,@AmazonHelp Still pending
N2-163,49993,latin_plain,short,1310932,1310934,2017-10-27 05:42:53+00:00,"@AmazonHelp I moved on from the page, ordering nothing, and then got an email that I ordered multiple of the same thing."
N2-164,50078,latin_plain,mid,1311609,1311610,2017-10-27 05:52:02+00:00,"@AmazonHelp Call nikal gaya hai. Ring pahunchta hi hoga. Matter esclate kar denge. sir 12hrs likha hai na, 40mins baaki hoga. Missed calls dekhiye? https://t.co/QVXiN7Wz5J"
N2-165,50231,latin_acc,short,1315548,1315551,2017-10-27 07:36:02+00:00,"@AmazonHelp Ich weiß nicht, was mit @116316 passiert ist, aber so geht es bei aller Liebe nicht weiter."
N2-166,50250,latin_plain,mid,1316514,1316515,2017-10-27 08:10:13+00:00,"@AmazonHelp From https://t.co/pKRiL8IuHe, got order confirmation saying ""We’ll send a confirmation when your item ships."", then got blocked"
N2-167,50685,latin_plain,short,1328613,1328614,2017-11-03 03:12:29+00:00,@AmazonHelp I GOT IT! Had to pick up at UPS sort center! @115821 is still my fave ❤️ https://t.co/S6NVxM5WTh
N2-168,50688,latin_acc,vshort,1328750,1328756,2017-10-16 12:38:33+00:00,"@AmazonHelp Muchas gracias, no tenéis que sentirlo. ^^"
N2-169,50817,latin_plain,short,1331876,1331835,2017-10-27 13:11:56+00:00,@AmazonHelp I have already shared all my details on this form.
N2-170,50867,latin_plain,mid,1333596,1333597,2017-10-27 13:40:56+00:00,"@AmazonHelp It was wrong, now correct. Why was it wrong before? Re postage, yes, I know, but I'm suggesting you should include that on the 'from £' link"
N2-171,51030,latin_plain,mid,1338691,1338692,2017-10-30 18:14:01+00:00,"@AmazonHelp How long does it take for a rep to email me back? I sent an email Friday AM about a package never received, but still no response."
N2-172,51312,latin_plain,short,1348295,1348299,2017-10-18 18:33:41+00:00,@AmazonHelp Even I got the disappointment after using your Prime service.
N2-173,51498,latin_plain,mid,1354463,1041201,2017-10-29 15:19:44+00:00,"@AmazonHelp refund was received few minutes earlier, please convey my gratefulness to the team! thanks! and please from next time give a longer timefame"
N2-174,51695,latin_plain,mid,1363177,1363178,2017-10-27 20:56:38+00:00,"@AmazonHelp It says November 02 - November 06, but then on the product page it says buy it now to get it on monday w prime? https://t.co/8J5dlMM8SO"
N2-175,52278,latin_plain,short,1379384,1379382,2017-10-16 16:00:00+00:00,"@AmazonHelp Thanks but I'm in the UK, I presume this is an American number?!"
N2-176,52378,latin_plain,short,1380309,1380281,2017-10-31 00:53:49+00:00,@AmazonHelp Sent. Please do not play with us. I am bound to say all this because you made us to all this.
N2-177,53156,latin_plain,vshort,1398409,1398410,2017-10-16 16:35:22+00:00,@AmazonHelp It was misdelivered but I got it.
N2-178,53549,latin_plain,mid,1410533,1410531,2017-10-19 19:58:58+00:00,@AmazonHelp Done. This is really frustrating and puts me behind schedule. I rely on the accuracy of the information I’m provided
N2-179,53578,latin_plain,long,1412258,446681,2017-11-30 19:10:12+00:00,@AmazonHelp I just printed return label and am having it shipped back. It was supposed to arrive yday but @115817 said no one was available to sign. I live in a bldg with 24 hr front desk. And they had made 3 deliveries that day. Product has been tampered with.
N2-180,53628,latin_plain,mid,1413419,1413421,2017-10-28 19:56:38+00:00,"@AmazonHelp I have not. Despite reassurances to the contrary. I was told today I may not receive until Monday. I live in Baltimore, Maryland."
N2-181,53671,latin_plain,mid,1415544,1415551,2017-11-02 17:53:41+00:00,"@AmazonHelp I'd like to, but it's being shipped from Japan and apparently, your platform doesn't retain that shipping info."
N2-182,53896,latin_plain,mid,1422361,1422363,2017-11-02 09:35:54+00:00,"@AmazonHelp Ok, everyone knows that there are no announcements, yet ;) question was of it comes, despite the lack of announcements ;)"
N2-183,54374,latin_plain,short,1433948,1433949,2017-10-16 20:16:49+00:00,"@AmazonHelp Thank you for your quick response, will call tomorrow"
N2-184,54590,latin_acc,short,1439472,1439469,2017-11-02 12:37:46+00:00,@AmazonHelp Acabo de escribir. Pone respuesta en 12 horas.No voy a esperar ese tiempo. Vosotros sabréis.
N2-185,54990,latin_plain,vshort,1453766,1453770,2017-11-02 14:54:51+00:00,@AmazonHelp Temporarily out of stock.
N2-186,55150,latin_plain,vshort,1458021,1458025,2017-11-02 20:18:32+00:00,@AmazonHelp Non mais au moins un carton non ? 🤦🏻‍♀️
N2-187,55152,latin_plain,vshort,1458028,1456346,2017-11-02 20:45:33+00:00,@AmazonHelp N° suivi TNT 743786155
N2-188,55325,latin_plain,short,1466070,1466080,2017-10-31 19:11:09+00:00,"@AmazonHelp Transporteur : Chronopost, n° de suivi SE599129127RV"
N2-189,55525,latin_plain,short,1473739,1473740,2017-11-03 10:40:13+00:00,"@AmazonHelp As a Jets fan, this was the only Thursday night game I really wanted to watch. Thanks for nothing!"
N2-190,55695,latin_acc,mid,1479155,1479156,2017-11-03 06:57:28+00:00,"@AmazonHelp Bonjour ! Non pas encore je pensais me renseigner auprès de mes voisins d'abord, comme j'y suis depuis peu je ne connais pas ts le monde 😅"
N2-191,55787,latin_plain,mid,1481838,1481836,2017-11-03 03:25:49+00:00,@AmazonHelp I did. And she said there was nothing she could do for me. I was just wondering why. Seems like a total oversight.
N2-192,55849,latin_plain,vshort,1485353,1485343,2017-11-03 09:32:05+00:00,@AmazonHelp Already done.thank you for your speedy reply.
N2-193,56080,latin_plain,long,1490281,1490282,2017-11-26 02:27:22+00:00,"@AmazonHelp I only have one authorized device, which I assume is my phone, since I don't get prompted to authorize it. I have already done everything else listed there. This has always been a problem, but usually with music I hadn't played in a while. Now it's songs played within a week."
N2-194,56450,latin_plain,short,1497902,1497908,2017-11-03 12:50:42+00:00,@AmazonHelp Yes I’ve checked all my emails and nothing has come in!
N2-195,56657,latin_acc,short,1502908,1502910,2017-11-03 15:49:28+00:00,"@AmazonHelp Pas de soucis, je me suis inscrit sur votre site depuis 1mois et je suis pas déçu de chaque commande ;)"
N2-196,57180,latin_plain,mid,1521119,1521120,2017-11-03 21:11:48+00:00,"@AmazonHelp After 2 long chats with online reps I was promised dlvry tomorrow, just got email saying dlvry by 08 Nov. If not here tomorrow I cancel."
N2-197,57313,latin_plain,short,1526922,1526923,2017-11-03 23:00:13+00:00,"@AmazonHelp Product not being delivered and your staff lying to me, how does that sound??"
N2-198,57356,latin_plain,mid,1529970,1529971,2017-11-03 20:02:09+00:00,"@AmazonHelp Thanks for responding quickly. It would be a very helpful skill to add, and it seems most of the parts are already in place!"
N2-199,57886,latin_plain,mid,1553203,1553211,2017-11-04 10:20:31+00:00,@AmazonHelp Supervisores...y los supervisores dicen que escalarán la investigación y yo mientras sigo sin recibir paquetes y con el problema...increíble
N2-200,57988,latin_plain,vshort,1555452,1555453,2017-11-04 12:14:01+00:00,@AmazonHelp Order date is 17 October 2017
N2-201,58065,latin_acc,mid,1557709,1557703,2017-11-05 15:04:34+00:00,"@AmazonHelp quelle critère? le poids? mensonge j'ai eu des petits comme des gros le code postale? mensonge, j'habite au même endroit"
N2-202,58139,latin_plain,short,1559876,1559878,2017-11-04 13:12:13+00:00,@AmazonHelp just need my invoice of this purchase .kindly help me get it.
N2-203,58374,latin_plain,mid,1565868,1565869,2017-11-04 15:48:46+00:00,@AmazonHelp Bloke cut me off as I wntd 2knw y wen u ad stock yesterday n advertised as same day del. I am still w8 4 my codww2 n not sent till 2day
N2-204,59072,latin_plain,vshort,1585292,1585290,2017-11-04 21:27:09+00:00,@AmazonHelp Done that. Same repetitive garbage.
N2-205,59622,latin_plain,vshort,1604116,1604097,2017-11-05 14:12:09+00:00,@AmazonHelp R u from Phillipines ??
N2-206,59805,latin_plain,mid,1610718,1610719,2017-11-05 11:33:08+00:00,@AmazonHelp Yes if i go directly into https://t.co/hNPud9BSSM I'm just saying the app side of it doesnt seem to work it is very weird.
N2-207,60456,latin_acc,mid,1636634,1636637,2017-11-05 21:33:53+00:00,"@AmazonHelp ""Sendung beim Transportdienstleister - Kontaktieren"" Leider erst jetzt durch Zufall gesehen, da keine Info drüber erhalten."
N2-208,60707,latin_plain,short,1651242,1651243,2017-11-06 07:02:29+00:00,@AmazonHelp Thanks for the prompt response.I have supplied the details you've requested.
N2-209,61093,latin_plain,mid,1666091,1666087,2017-10-17 16:00:17+00:00,"@AmazonHelp Just said to get ahold of Canada Post and I did. Amazon says they have it, Canada Post says they don't. I'm stuck w/ no phone &amp; no ETA."
N2-210,61170,latin_plain,vshort,1667732,1667733,2017-11-06 11:58:57+00:00,@AmazonHelp Okay . I'd email you guys as soon as possible
N2-211,61189,latin_plain,short,1668294,1668295,2017-11-06 12:27:03+00:00,@AmazonHelp It just says ‘preparing for dispatch’ clicking track just kicks me back to orders page.
N2-212,61190,latin_plain,short,1668301,1668306,2017-11-06 13:20:18+00:00,@AmazonHelp I looked on the website and saw you had received it
N2-213,61257,latin_plain,short,1669800,1669804,2017-10-17 16:28:40+00:00,"@AmazonHelp Hi, I've already emails and livechat doesn't present itself as an option."
N2-214,61524,latin_plain,vshort,1680146,1507220,2017-11-06 15:52:12+00:00,@AmazonHelp Have submitted
N2-215,61604,latin_plain,mid,1682680,1682681,2017-11-06 16:46:01+00:00,"@AmazonHelp Thank you! i will wait until after tonight just in case there is a late drop in my area, but if not i will contact tomorrow"
N2-216,61649,latin_plain,vshort,1684541,1684472,2017-10-18 09:30:16+00:00,@AmazonHelp Done that yesterday
N2-217,61698,latin_plain,mid,1688607,1688605,2017-11-06 20:31:16+00:00,"@AmazonHelp Muchas gracias por haberme ayudado, ya lo he localizado, es porque el IVA no cuenta como parte del importe. Thanks a lot."
N2-218,61782,latin_plain,mid,1689747,1684342,2017-10-17 16:47:24+00:00,@AmazonHelp See Its urgent and I've to leave on 21th anyhow and I aint coming Bangalore back. If you could arrange it would be a great help
N2-219,61947,latin_plain,short,1698734,1698736,2017-11-06 23:54:13+00:00,@AmazonHelp Yeah and they can barely speak or understand English
N2-220,62192,latin_plain,short,1707999,1708000,2017-11-07 01:11:08+00:00,"@AmazonHelp older kindle charger, hubby works for it, but, doesn't stay charged long"
N2-221,62219,latin_plain,vshort,1709402,1709396,2017-11-07 01:32:45+00:00,@AmazonHelp And thats all been happening.
N2-222,62297,latin_plain,mid,1710637,1710635,2017-10-17 18:18:45+00:00,"@AmazonHelp Los de @130687 @80 no han aparecido por aquí, los repartidores de Zaragoza muy serios NO son. Es la empresa que más me la lia."
N2-223,62513,latin_plain,vshort,1718657,1718663,2017-11-07 06:48:54+00:00,@AmazonHelp I have access. No time frame.
N2-224,62632,latin_plain,short,1721586,1721582,2017-10-17 18:58:00+00:00,@AmazonHelp I know the dates :) We are waiting for the ticketmaster codes for the presale for dublin!
N2-225,62682,latin_plain,mid,1722915,1722910,2017-11-07 10:48:40+00:00,"@AmazonHelp Expanding soon? Apart from the store, music and smart-home features. I think the others can work in any country with internet service?"
N2-226,63025,latin_acc,vshort,1731460,1731476,2017-10-17 19:29:02+00:00,@AmazonHelp Jeux vidéo ^^
N2-227,63164,latin_acc,short,1734573,1734571,2017-11-08 07:14:42+00:00,@AmazonHelp J'ai réussi à les contacter et ils vont réessayer de livrer aujourd'hui. Merci pour l'attention !
N2-228,63232,latin_acc,mid,1735424,921196,2017-10-17 19:47:50+00:00,"@AmazonHelp ...This is the common reply from @116316 : Guten Tag, herzlichen Dank für Ihre E-Mail an den Verkäuferservice. Gerne haben wir Ihre ..."
N2-229,63290,latin_plain,short,1736220,1736215,2017-11-07 20:23:39+00:00,"@AmazonHelp Desde que envían internacional, nunca cae mal :) uno se ahorra casillas y trámites :)"
N2-230,64167,latin_plain,short,1765172,1765173,2017-11-07 21:49:36+00:00,"@AmazonHelp I have yes, but as far as I'm aware I haven't shared them with anyone"
N2-231,64946,latin_acc,mid,1825819,1825820,2017-10-29 13:22:01+00:00,"@AmazonHelp Bonjour, C'est tout bon, j'ai réglé ça avec votre service client ! Je retire ce que j'ai dis, plutôt satisfait finalement. :) Merci !"
N2-232,65175,latin_plain,vshort,1844379,1844380,2017-10-18 07:54:50+00:00,@AmazonHelp No worries 😀
N2-233,66395,latin_plain,mid,1961163,1961164,2017-10-19 08:10:35+00:00,@AmazonHelp Your are helping Is the main concern and am tired doing follow ups on festival eve Horrible experience &amp; complete diwali spoiler
N2-234,66634,latin_plain,short,1996374,1996379,2017-11-26 10:36:35+00:00,"@AmazonHelp Well, yes, all of them. As I have paid for a service, which I am not currently reciving."
N2-235,66657,latin_plain,long,2003799,2003808,2017-11-25 14:38:40+00:00,@AmazonHelp I sent a gift to a friend two weeks ago and all my subscriptions changed to her address. And your CS reps seem utterly confused and tell me the only way to change it back is to cancel everything and start over.
N2-236,67056,latin_plain,vshort,2061605,2061606,2017-11-26 12:03:57+00:00,@AmazonHelp I'm not getting any help from you guys in DM 👎🏼
N2-237,67364,latin_plain,mid,2102455,2102461,2017-10-19 04:04:56+00:00,@AmazonHelp CS told me tonight when I contacted them that item is “out of stock” even though it was in stock and prime eligible when I ordered.
N2-238,67741,latin_plain,mid,2113711,2113714,2017-11-08 16:10:17+00:00,@AmazonHelp Is this a unit price or the order value. At the time of Medical emergency do u think it is good to charge these charges? U should sometimes leave profit as moto
N2-239,67899,latin_acc,vshort,2122310,2122312,2017-11-08 15:40:42+00:00,@AmazonHelp Já to me organizando pra começar &lt;3
N2-240,68131,latin_plain,short,2131007,2131008,2017-11-08 20:52:00+00:00,@AmazonHelp And the marker is snapped! Not bothered about returning but will be complaining!! https://t.co/lxr9d0rbaW
N2-241,68503,latin_acc,short,2148135,2148132,2017-10-19 10:21:46+00:00,@AmazonHelp Cela est nécessaire que lorsque je paye 10€ j’ai mon colis dans les 24h.
N2-242,68504,latin_plain,short,2149452,2149453,2017-11-09 04:19:08+00:00,@AmazonHelp Not useful. Sort by price is required. Pls bring the feature back?
N2-243,68775,latin_plain,mid,2156960,2156961,2017-10-19 11:21:39+00:00,@AmazonHelp its a prime order too. Order # 406-7271599-9382716 B4 placing the order it said 2-3days bt then aftr ordering it ws estimated to b a week
N2-244,68980,latin_plain,vshort,2166639,19137,2017-11-09 10:01:31+00:00,@AmazonHelp Now i want the justice inough is enough
N2-245,69089,latin_plain,vshort,2171045,2171047,2017-11-09 12:26:20+00:00,@AmazonHelp Looks like it was americangoodies
N2-246,70082,latin_plain,short,2220036,2220037,2017-11-10 12:57:15+00:00,"@AmazonHelp I think I have it on. Com, I signed up with twitch prime as soon as it came availible in the Netherlands"
N2-247,70083,latin_plain,vshort,2220050,2220052,2017-11-10 12:58:26+00:00,@AmazonHelp .com but Australian Store.
N2-248,70536,latin_acc,mid,2241960,2241964,2017-11-10 20:29:16+00:00,"@AmazonHelp No os preocupéis, no es de vida o muerte, lo único es que el filtro “hoy” ha de hilar más fino. Descansad y disfrutad del finde!"
N2-249,70683,latin_plain,mid,2254483,2254472,2017-11-10 23:38:03+00:00,"@AmazonHelp here's the thing, they are a trading card item. I have opened the pack and want to keep the 3 cards I got...how can I work with that?"
N2-250,70684,latin_plain,mid,2254485,2254490,2017-11-10 23:46:31+00:00,@AmazonHelp I'm sorry but it only asks for three things: • City • State/Province/Region • ZIP Where do I type the country? https://t.co/Kos0Twprwz
N2-251,71023,latin_plain,short,2267110,2267108,2017-10-19 18:55:37+00:00,"@AmazonHelp we will have to do this when I get home, I am currently at work."
N2-252,71090,latin_plain,vshort,2269294,2269301,2017-11-11 10:03:06+00:00,@AmazonHelp Will do thank you
N2-253,71480,latin_plain,short,2280443,1736767,2017-11-07 15:34:50+00:00,@AmazonHelp Filled out the forms and still haven't heard anything!
N2-254,71898,latin_plain,short,2287991,2287992,2017-11-12 03:22:02+00:00,@AmazonHelp Yes i had two orders to be delivered today. Neither came.
N2-255,72764,latin_plain,vshort,2300287,2300288,2017-11-12 17:12:41+00:00,@AmazonHelp Please help :^)
N2-256,72818,latin_plain,short,2301628,2301626,2017-11-12 18:43:30+00:00,@AmazonHelp Thank you for the information. I spoke with someone and hopefully this will not happen again. :)
N2-257,72851,latin_plain,vshort,2302226,2302229,2017-11-12 18:34:53+00:00,@AmazonHelp Only view invoice is available.
N2-258,73416,latin_plain,vshort,2317366,2317364,2017-11-13 09:25:55+00:00,@AmazonHelp Sure thing.
N2-259,73630,latin_plain,short,2319003,2318999,2017-11-14 11:11:05+00:00,@AmazonHelp Hi team still pick up has not happened for my damaged crockery.
N2-260,73648,latin_plain,short,2319297,2319298,2017-11-13 12:35:49+00:00,@AmazonHelp Thanks. I think my 20 month old son has something to do with its disappearance
N2-261,73769,latin_plain,vshort,2320311,2320312,2017-11-13 13:39:55+00:00,@AmazonHelp I not get support so I am here
N2-262,73782,latin_plain,long,2320553,2320554,2017-11-26 20:02:31+00:00,"@AmazonHelp After speaking to someone on the online chat, it was supposed to be sent here however I don’t know who it would be from (and for security reasons I could not be told their details) and I do not have public wish list"
N2-263,74859,latin_plain,vshort,2371337,2371340,2017-11-14 01:12:55+00:00,@AmazonHelp Ok I’ll call CS
N2-264,74941,latin_plain,mid,2373377,2373379,2017-11-14 02:48:22+00:00,@AmazonHelp @684698 you must understand that my friend hates jokes and doesn't like his AI capable of having more humor then he does.
N2-265,75010,latin_plain,long,2376188,2376189,2017-11-14 19:08:01+00:00,@AmazonHelp I've reached out. They're sending a replacement. Still very disappointed. I hope that this will not be a regular problem. Please do everyone a favor and drop OnTrac. I have seen nothing but bad things about them
N2-266,75313,latin_acc,short,2385400,2385401,2017-10-20 09:56:06+00:00,@AmazonHelp D’ailleurs vous devriez arrêter de travailler avec @120535
N2-267,75493,latin_plain,mid,2389697,2389685,2017-11-14 12:38:35+00:00,@AmazonHelp Once when I called customer support they told me that on 17th u vl get final resolution...so I'm waiting upto sunday 17 after that I vl take my actions.....
N2-268,76029,latin_plain,mid,2405118,2405129,2017-11-14 15:11:16+00:00,"@AmazonHelp Yes, but it was ignored. The date was yesterday, Monday. I had to call @115817 and be subjected to a mini torture session. How about you not use them for deliveries. I am so stressed out."
N2-269,76336,latin_acc,vshort,2418550,2418552,2017-11-14 18:23:44+00:00,@AmazonHelp Merci 👍🏼j’espère que cela servira ! 🙏🏼😩
N2-270,76350,latin_plain,short,2418714,2418715,2017-10-30 08:01:31+00:00,@AmazonHelp My issue is not resolved. @115821 really should stop business in India
N2-271,76442,latin_plain,vshort,2420269,2420280,2017-10-29 13:03:20+00:00,@AmazonHelp 969988222 it's my ragister number pls cheak now
N2-272,76551,latin_plain,mid,2425936,2425938,2017-11-14 19:42:42+00:00,"@AmazonHelp Además el numero que me llamo corresponde con un telefono fijo no con un movil, si el transportista estaba en mi domicilio, debería ser un móvil no?"
N2-273,76940,latin_plain,short,2440700,2440707,2017-11-14 23:20:58+00:00,@AmazonHelp Ah oui les mugs c'est pas mal aussi et j'ai vu qu'il avais des belles lampes il faut que j'essai 🤣
N2-274,77252,latin_plain,mid,2454479,2454481,2017-11-15 03:25:25+00:00,@AmazonHelp It show as delivered last night. I also got confirmation texts. I don't care about the rest of the order I need that package for work please! ORDER # 113-1914616-6784212
N2-275,77336,latin_plain,short,2457820,2457822,2017-11-15 05:19:26+00:00,@AmazonHelp Meaning no option to cancel on interface but call or email? Not good for ux!
N2-276,77863,latin_plain,vshort,2471656,2471657,2017-11-15 12:11:20+00:00,@AmazonHelp Yes seller account in India
N2-277,77864,latin_plain,vshort,2471663,2471664,2017-11-15 12:07:01+00:00,"@AmazonHelp Ace, cheers!"
N2-278,78309,latin_acc,long,2486984,2486993,2017-11-15 16:44:24+00:00,"@AmazonHelp Hola, sí lo recibí y les mandé un correo con la explicación de mi caso y la solicitud de cierre de mi cuenta y borrado de mis datos, pero no tengo respuesta y solo quiero saber con quien me puedo apoyar para cerrar este tema. Gracias,"
N2-279,78628,latin_plain,mid,2499115,2499113,2017-11-15 19:41:28+00:00,@AmazonHelp will the #OnePlus5T be available for pre-orders tomorrow after launch or it'll go for sale directly on 21/28 Nov?
N2-280,78909,latin_plain,vshort,2509298,2509299,2017-11-15 22:23:14+00:00,@AmazonHelp Alright I'll reply later if needed
N2-281,79450,latin_acc,short,2529534,2529530,2017-10-30 13:52:58+00:00,@AmazonHelp Richtig ärgerlich. Vorralem wenn man vorbestellt hat.
N2-282,79558,latin_plain,mid,2531138,2531141,2017-11-16 17:47:44+00:00,@AmazonHelp No I want the skirt. Site says it's still available. I need the skirt by Saturday. Here is my order number https://t.co/QLKVB6iIY3
N2-283,79803,latin_acc,mid,2538867,2538856,2017-11-17 11:54:31+00:00,@AmazonHelp Vous etes comique vous ! Les commandes ont étaient effectuées avec mon solde chèque cadeau ! https://t.co/G0p3qmS2cg
N2-284,80704,latin_plain,short,2571774,2571772,2017-10-30 18:02:18+00:00,@AmazonHelp They said there was no update but i got an update this morning saying it had shipped https://t.co/ZOm8CHAAiz
N2-285,80718,latin_acc,long,2571874,2571879,2017-11-16 20:14:11+00:00,"@AmazonHelp ya esta tramitado a través de una operadora, pero para agilizarlo he de ir a correos a hacer la devolución del producto, y esperar mínimo 7 días para la devolución del pago, vaya decepción me he llevado con los cascos..☹️☹️"
N2-286,80981,latin_plain,mid,2584195,2584196,2017-11-17 00:06:53+00:00,@AmazonHelp I’ve complained tonight to customer service and I’ve complained numerous times before. Nothing changes. Your drivers are horrible.
N2-287,81289,latin_plain,short,2598497,2598506,2017-11-17 05:32:45+00:00,@AmazonHelp Yes I am. I have the money there and I would just prefer to use that.
N2-288,81300,latin_acc,long,2598562,2598560,2017-11-17 08:45:37+00:00,"@AmazonHelp Ich hab Android...kann dort den Song suchen, bekomme dann entweder Vorschläge zum streamen via Prime oder halt „verfügbar in Unlimited“. Es ging jetzt speziell um „Frische Luft“ von W. Weiß 🤷‍♀️"
N2-289,81966,latin_acc,mid,2613325,2613321,2017-11-17 18:01:59+00:00,"@AmazonHelp Un geste commercial serait également le bienvenue... Parce que bon, ce n'est pas la première fois que ça arrive ce genre de problèmes."
N2-290,82006,latin_acc,vshort,2614185,2614178,2017-11-17 14:41:06+00:00,"@AmazonHelp déjà fait à 13h. J'attends le retour, merci"
N2-291,82176,latin_plain,short,2621041,2621042,2017-11-17 17:17:58+00:00,@AmazonHelp Son casi los únicos donde compro en línea :) gracias!
N2-292,82239,latin_plain,vshort,2623960,2623958,2017-10-31 00:27:29+00:00,@AmazonHelp Literally nothing.... https://t.co/MXgQOytedg
N2-293,82784,latin_plain,short,2662414,2662409,2017-10-31 06:40:29+00:00,"@AmazonHelp Thanks for e-mail. Now egarly waiting to say ""thanks"" for Refund."
N2-294,83143,latin_acc,mid,2671378,2671379,2017-10-31 10:11:39+00:00,@AmazonHelp Les 2 fois où j’ai voulu passer la commande et lorsque je souhaite le détail d’une commande j’ai ce message. Je commande donc sur le site. https://t.co/yDq9F7cwer
N2-295,83380,latin_plain,vshort,2678092,2678093,2017-11-20 17:48:28+00:00,"@AmazonHelp Done, but doesn't help!"
N2-296,83859,latin_plain,short,2694955,2694957,2017-11-19 18:21:46+00:00,@AmazonHelp Your “feedback” link also wont let me leave feedback on an order
N2-297,84120,latin_acc,vshort,2710328,2710330,2017-11-26 23:10:41+00:00,@AmazonHelp Dankeschön :D 👍🏽
N2-298,84202,latin_plain,long,2713181,2713179,2017-11-20 16:00:26+00:00,@AmazonHelp C is 😙Saanvi😊 whenever she sees such box gets excited to check what's there in box as almost every alternate day we order something for her so she is accustomed to Amazon boxes and know something inside must be there for her. ☺️
N2-299,84405,latin_plain,vshort,2721782,141067,2017-11-21 08:27:28+00:00,@AmazonHelp I hv already updated on the given link yesterday
N2-300,84628,latin_plain,long,2726790,2726791,2017-11-20 13:47:32+00:00,"@AmazonHelp No, I didn't because the item is in transit and most probably will be delivered to me tomorrow. in case I report you guys there is nothing that you can do. You always keep asking to wait for 24/48/72 hours nothing else."
N2-301,85037,latin_plain,mid,2744212,2733950,2017-11-20 19:11:47+00:00,"@AmazonHelp Hi there yes I have started the refund process, to be honest I wouldn't trust them to resend the product. I sill find out if my usual prime seller sells single toner cartridges too. Thanks"
N2-302,85090,latin_plain,vshort,2746608,2746612,2017-11-20 22:22:40+00:00,@AmazonHelp Will it be available on #NoCostEMI from @25605?
N2-303,86329,latin_acc,short,2789081,2789083,2017-11-21 19:45:30+00:00,@AmazonHelp Non je viens juste d'arriver chez moi et de découvrir le papier
N2-304,86474,latin_plain,mid,2793036,2697973,2017-11-21 21:37:02+00:00,"@AmazonHelp 4 ""unforseen circumstances"" in the last 2 weeks is concerning! And we are still a few days away from the busy Holiday season!"
N2-305,86526,latin_acc,mid,2795257,2795263,2017-11-21 22:17:58+00:00,"@AmazonHelp Além de entregar rápido ainda respondem? 😍 Acho que vou ler na ordem mesmo, mas só pq são novos. Depois da primeira leitura completa eu fico relendo no aleatório, só pra matar a saudade 😊"
N2-306,86562,latin_plain,mid,2795387,2795385,2017-11-21 22:46:46+00:00,"@AmazonHelp No me deja entrar en la pagina, me pide que entre a mi cuenta el enlace, pero me aparece la imagen que puse en el twit anterior y no me deja seguir."
N2-307,87254,latin_acc,mid,2824695,2824693,2017-11-27 10:01:54+00:00,"@AmazonHelp Informatique&amp; High-tech principalement, DVD et CD, littérature.. un peu de tout ! je pense faire un tour incessamment sous peu sur l'épicerie :p"
N2-308,87298,latin_plain,short,2825572,2825570,2017-11-27 10:22:40+00:00,"@AmazonHelp To paraphrase the C's agent, tough. Wait until after Christmas."
N2-309,87398,latin_plain,vshort,2827259,2827262,2017-11-27 10:46:47+00:00,@AmazonHelp Okkk srrr but help me out fast
N2-310,87717,latin_plain,mid,2835619,2835634,2017-11-27 15:08:27+00:00,"@AmazonHelp No, it's been a couple different ones. Last time the carrier was AMZCA, time before was Intelcom Courrier Canada Inc."
N2-311,87821,latin_plain,short,2838529,2838531,2017-11-27 16:06:28+00:00,@AmazonHelp I purchased my fire from here... https://t.co/qZhy225Khe no where does it mention special offers.
N2-312,87972,latin_acc,mid,2841919,2841915,2017-11-27 18:42:00+00:00,"@AmazonHelp Ah, die schaltet die DHL dann erst frei. Würde sich oben besser machen als rechts. Hm, das könnte einiges erklären. Ich prüfe das."
N2-313,88063,latin_acc,mid,2845553,2845556,2017-11-28 16:16:13+00:00,"@AmazonHelp Quoiqu'il en soit hormis les transporteurs pour lesquels vous ne pouvez rien faire, je vous confirme que le SAV est très efficace et très aimable. C'est agréable."
N2-314,88184,latin_plain,vshort,2848972,2848970,2017-11-27 20:13:26+00:00,"@AmazonHelp Good news, it just got here! Thank you! 😋"
N2-315,88681,latin_plain,vshort,2863440,2863445,2017-11-27 23:20:13+00:00,@AmazonHelp Saludos y muchas gracias
N2-316,88783,latin_plain,mid,2867151,2867152,2017-11-28 01:17:15+00:00,"@AmazonHelp Just received an update that the package will arrive sometime between the 27th and the 29th, That was a big tease. So much for today before 8PM."
N2-317,88903,latin_plain,short,2870714,2870716,2017-11-28 03:29:51+00:00,@AmazonHelp It has been in my city since 8:30am this morning and has been sitting there all day
N2-318,88942,latin_plain,mid,2871652,2871636,2017-11-28 03:48:36+00:00,@AmazonHelp I did! I have a free replacement coming in two days. 🤩 Thanks for being awesome and having the best customer service!
