cluster_id,size,median_member_chars,url_share,ack_share,exact_dup_share,top_exact_texts,multilingual_flag,es_share,de_share,fr_share,hi_share
103,229,110.0,0.048034934497816595,0.0,0.013100436681222707,"'@AmazonHelp How come i know it is getting faded before the return windows....' (x3); '@AmazonHelp it was doing this a few days ago and a factory reset dixednit, for t' (x1); '@AmazonHelp Über meinen PC, Router sowie Pc mehrmals neugestartet.' (x1)",yes,0.162,0.017,0.026,0.0
104,64,135.0,0.0,0.0,0.0,"'@AmazonHelp Just had even more damaged replacement TV delivered. You overpackage' (x1); ""@AmazonHelp But I don't want a refund, I want a replacement. Is that not possibl"" (x1); '@AmazonHelp Now a week late. Two missing TV’s, still no replacement and you have' (x1)",yes,0.203,0.078,0.062,0.0
105,164,104.0,0.04878048780487805,0.0,0.0,"'@AmazonHelp Many times, but still failing, and it happen with some show' (x1); '@AmazonHelp poo. assinei hj pra ver a terceira e nada.. acha q so qnd acabar na ' (x1); ""@AmazonHelp Seems like it's a random issue, checked just now mike and molly epis"" (x1)",yes,0.177,0.183,0.116,0.0
106,58,123.0,0.034482758620689655,0.0,0.0,"'@AmazonHelp ok i will change the address to somewhere your pick is available but' (x1); '@AmazonHelp it has entered the dispatch process just today and email says sendin' (x1); '@AmazonHelp It say\'s ""Could not set your address. Please ensure you have correct' (x1)",yes,0.19,0.034,0.069,0.0
107,193,40.0,0.0,0.0,0.12435233160621761,'@AmazonHelp Thank you for your help' (x4); '@AmazonHelp Thank you for your help!' (x4); '@AmazonHelp Thanks for help' (x3),yes,0.078,0.047,0.036,0.0
108,107,114.0,0.018691588785046728,0.0,0.0,'@AmazonHelp Sorry sir but aap logo ne aaj ki date di thi refund krne ki.... Pr a' (x1); '@AmazonHelp haan MC woh toh dekh hi liya hai ek order mai delivery date se bas 5' (x1); '@AmazonHelp Chutiya Hai Kya tu...from yesterday u guys are delivering? Madarchod' (x1),no,0.047,0.028,0.019,0.0
109,1057,124.0,0.07568590350047304,0.0,0.0,"'@AmazonHelp enviei meu ebook para o premio Kindle às 22h de hoje. Porém, a ferra' (x1); '@AmazonHelp É o livro Os arquivos secretos do homem morcego. Simplesmente magníf' (x1); '@AmazonHelp I searched the kindle book, and clicked on 1click buy, it shows this' (x1)",yes,0.318,0.101,0.187,0.0
110,42,33.0,0.0,0.0,0.09523809523809523,"'@AmazonHelp Thank you, I will.' (x2); '@AmazonHelp I will. Thank you.' (x2); '@AmazonHelp Thanks! I will.' (x1)",no,0.024,0.0,0.024,0.0
111,76,23.0,0.02631578947368421,0.0,0.34210526315789475,'@AmazonHelp Will do!' (x14); '@AmazonHelp Will do.' (x10); '@AmazonHelp Okay. Will do.' (x2),no,0.026,0.0,0.0,0.0
112,113,31.0,0.0,0.0,0.415929203539823,'@AmazonHelp Will do. Thank you.' (x7); '@AmazonHelp Will do. Thanks!' (x6); '@AmazonHelp Will do. Thanks.' (x5),no,0.009,0.0,0.0,0.0
113,53,28.0,0.0,0.0,0.4528301886792453,"'@AmazonHelp Thanks, will do!' (x7); '@AmazonHelp Will do thanks' (x6); '@AmazonHelp Thanks will do' (x5)",no,0.0,0.0,0.019,0.0
114,49,26.0,0.0,0.0,0.3469387755102041,"""@AmazonHelp No I haven't"" (x5); '@AmazonHelp No I have not' (x3); '@AmazonHelp No I have not.' (x3)",yes,0.592,0.0,0.0,0.0
115,255,30.0,0.0,0.0,0.03137254901960784,'@AmazonHelp No and no' (x2); '@AmazonHelp It doesn’t say' (x2); '@AmazonHelp No nothing at all.' (x2),yes,0.333,0.035,0.102,0.0
116,44,26.5,0.0,0.0,0.3409090909090909,'@AmazonHelp Not yet.' (x4); '@AmazonHelp Pas encore.' (x4); '@AmazonHelp Non pas encore' (x3),yes,0.182,0.045,0.432,0.0
117,33,27.0,0.0,0.0,0.24242424242424243,'@AmazonHelp Still nothing' (x3); '@AmazonHelp Still no sign' (x3); '@AmazonHelp Nothing yet.' (x2),yes,0.152,0.0,0.03,0.0
118,77,34.0,0.0,0.0,0.0,"""@AmazonHelp Gah that's a real shame"" (x1); '@AmazonHelp Pathetic, as always.' (x1); ""@AmazonHelp Et c'est bien dommage."" (x1)",no,0.052,0.026,0.065,0.0
119,35,100.0,0.02857142857142857,0.0,0.0,"""@AmazonHelp Update in It's copy paste of your previous reply dated 21 nov 17"" (x1); '@AmazonHelp Why you are copy pasting d same message since birth of Christ..there' (x1); '@AmazonHelp Don’t reply this same message again and again as I want solution not' (x1)",no,0.086,0.029,0.029,0.0
120,75,121.0,0.14666666666666667,0.0,0.0,"""@AmazonHelp That link is for US, I'm a UK customer. It said when I placed the or"" (x1); '@AmazonHelp oh! nov 8 or 9, but it was released yesterday and hasnt shipped' (x1); '@AmazonHelp It was indeed a pre-order made nearly three months before release. H' (x1)",yes,0.147,0.0,0.04,0.0
121,93,43.0,0.0,0.0,0.021505376344086023,"'@AmazonHelp Gracias así lo haré' (x2); ""@AmazonHelp ok, I'll head over there. Thanks!"" (x1); '@AmazonHelp I shall do that. Thanks a bunch!' (x1)",yes,0.226,0.108,0.226,0.0
122,580,33.0,0.0017241379310344827,0.0,0.02586206896551724,'@AmazonHelp Chronopost' (x6); '@AmazonHelp Muchas gracias!' (x5); '@AmazonHelp Colissimo' (x2),yes,0.183,0.072,0.133,0.0
123,37,25.0,0.0,0.0,0.21621621621621623,"""@AmazonHelp C'est fait !"" (x3); ""@AmazonHelp C'est fait"" (x3); ""@AmazonHelp C'est fait."" (x2)",yes,0.027,0.027,0.568,0.0
124,31,23.0,0.0,0.0,0.16129032258064516,"'@AmazonHelp Yes it is' (x3); '@AmazonHelp Yes it has' (x2); '@AmazonHelp Yes, it is' (x1)",no,0.0,0.032,0.0,0.0
125,101,25.0,0.0,0.0,0.09900990099009901,'@AmazonHelp Yes and yes.' (x2); '@AmazonHelp Yes I think so' (x2); '@AmazonHelp Of course' (x2),no,0.02,0.0,0.0,0.0
126,120,62.5,0.008333333333333333,0.0,0.016666666666666666,"'@AmazonHelp Bonne soirée' (x2); '@AmazonHelp Danke für die schnelle Antwort... ja, ich werde mal nachfragen, was ' (x1); '@AmazonHelp gracias q tengan buena noche' (x1)",yes,0.117,0.167,0.283,0.0
127,87,30.0,0.0,0.0,0.1839080459770115,"'@AmazonHelp De acuerdo, gracias.' (x4); '@AmazonHelp Perfect thank you!' (x2); '@AmazonHelp De acuerdo, gracias' (x2)",yes,0.322,0.115,0.195,0.0
128,36,23.0,0.0,0.0,0.3611111111111111,"'@AmazonHelp Ok. Thanks' (x3); '@AmazonHelp ok. Thanks.' (x2); '@AmazonHelp Ok, thanks' (x2)",no,0.028,0.0,0.0,0.0
129,35,119.0,0.05714285714285714,0.0,0.0,"'@AmazonHelp Thanks, I tried that and had a chat with a representative.' (x1); '@AmazonHelp I spoke to one of your representatives on the call and he was of abs' (x1); '@AmazonHelp I have already done 5-6 times. Should I tell you the name of represe' (x1)",yes,0.143,0.0,0.057,0.0
130,197,47.0,0.0,0.0,0.01015228426395939,'@AmazonHelp Thanks for the quick response!' (x2); '@AmazonHelp I appreciate the quick reply!!!' (x1); '@AmazonHelp thanks for prompt response' (x1),yes,0.107,0.102,0.096,0.0
131,44,29.5,0.0,0.0,0.045454545454545456,"'@AmazonHelp Great, thank you!' (x2); '@AmazonHelp Awesome, thank you!' (x1); '@AmazonHelp Great! Thank you!' (x1)",no,0.068,0.045,0.023,0.0
132,89,27.0,0.0,0.0,0.29213483146067415,"'@AmazonHelp Okay thanks!' (x5); '@AmazonHelp Okay, thank you!' (x4); '@AmazonHelp Ok thanks!' (x3)",yes,0.18,0.022,0.157,0.0
133,31,28.0,0.0,0.0,0.3548387096774194,'@AmazonHelp Très bien merci.' (x3); '@AmazonHelp Je vous remercie.' (x2); '@AmazonHelp Je vous remercie' (x2),yes,0.097,0.032,0.613,0.0
134,356,27.0,0.0,0.0,0.23595505617977527,'@AmazonHelp Thank you 😊' (x9); '@AmazonHelp Merci :)' (x8); '@AmazonHelp Thank you :)' (x8),yes,0.084,0.067,0.174,0.0
135,30,137.5,0.1,0.0,0.0,"""@AmazonHelp You're customer experience team is not solving The problem. They Sai"" (x1); '@AmazonHelp You guys are making fun of me. Again person came and denying for ret' (x1); '@AmazonHelp Since 26 September m suffering jst bcz of u and still u said about e' (x1)",no,0.067,0.0,0.0,0.0
136,38,92.0,0.0,0.0,0.0,"'@AmazonHelp I sent an email to customer service and I got no answer' (x1); '@AmazonHelp I clicked ""NO"" on whether the issue was resolved. And once again nar' (x1); '@AmazonHelp What happened? No solution, customer support not helping, email supp' (x1)",yes,0.184,0.0,0.0,0.0
137,342,142.5,0.043859649122807015,0.0,0.0,"""@AmazonHelp #Discrimination if you can't deliver at rural locations please don't"" (x1); '@AmazonHelp i know but i call all courier serviece they people cant home pick up' (x1); '@AmazonHelp I already call your linked courier service they all not ready for ho' (x1)",yes,0.231,0.006,0.018,0.0
138,57,96.0,0.05263157894736842,0.0,0.03508771929824561,'@AmazonHelp U all are cheater' (x2); '@AmazonHelp i am still waiting for a solution for this pathetic fraud didnt got ' (x1); '@AmazonHelp Always be fair. Once cheating spoils image forever. Let some respons' (x1),no,0.088,0.0,0.0,0.0
139,1521,120.0,0.03353057199211045,0.0,0.003287310979618672,'@AmazonHelp Ur customer care is disconnecting my call by saying that we would no' (x3); '@AmazonHelp Pathetic service' (x2); '@AmazonHelp I’m not talking to customer service again. THATS part of the problem' (x1),yes,0.172,0.019,0.026,0.0
140,40,86.0,0.0,0.0,0.0,"""@AmazonHelp Déja quand je leur pose une simple question ils me disent qu'il leur"" (x1); ""@AmazonHelp It's been about 40 minutes. I'm in no rush as I know the usual respo"" (x1); '@AmazonHelp What? what should I reply? email asked me to wait for 24-48 hrs, am ' (x1)",yes,0.1,0.0,0.075,0.0
141,209,132.0,0.014354066985645933,0.0,0.0,'@AmazonHelp Was promised supervisor would call today after a series of bad deliv' (x1); '@AmazonHelp Why can I not get through to my business manager? https://t.co/WyPqp' (x1); '@AmazonHelp Can I please have the email or phone number for executive complaints' (x1),yes,0.191,0.0,0.019,0.0
142,61,136.0,0.06557377049180328,0.0,0.0,"'@AmazonHelp This agent calls me, is possibly the most arrogant person I ever spo' (x1); ""@AmazonHelp One agent says they'll do one thing, to then not, for someone else t"" (x1); '@AmazonHelp Tell you what. It’s 12:15 AM here. I’ve already spent over an hour d' (x1)",yes,0.197,0.0,0.0,0.0
143,261,123.0,0.06513409961685823,0.0,0.0,"'@AmazonHelp 😂😂😂 Wie gesagt euch ein schönen restlichen Feiertag, auch wenn ich S' (x1); '@AmazonHelp In time for the birthday*' (x1); ""@AmazonHelp It's her birthday on Saturday, so I thought it would be great if it "" (x1)",yes,0.261,0.069,0.146,0.0
144,333,134.0,0.13213213213213212,0.0,0.0,"'@AmazonHelp Please pick up from your hand . I get also damage product from your ' (x1); ""@AmazonHelp The item doesn't do what I need it to do."" (x1); ""@AmazonHelp And I can use the original packaging, even if that's what caused the"" (x1)",yes,0.213,0.045,0.066,0.0
145,305,135.0,0.06229508196721312,0.0,0.0,"'@AmazonHelp Have already shared my registered mobile no. 9673101122, but I m cur' (x1); '@AmazonHelp I need my phone by Friday and need your confirmation today. Kindly h' (x1); '@AmazonHelp Phone, your IVR options are not flexible.' (x1)",yes,0.177,0.016,0.043,0.0
146,654,127.0,0.11162079510703364,0.0,0.0,"'@AmazonHelp AMZL US Tracking ID TBA566517950000 it says delivered to mail room, ' (x1); '@AmazonHelp The tracking indicated as here, and then, it seemed to go back in ti' (x1); '@AmazonHelp Carrier: AMZL US, Tracking #: TBA516106123000' (x1)",yes,0.183,0.006,0.006,0.0
147,38,38.0,0.10526315789473684,0.0,0.10526315789473684,'@AmazonHelp The carrier is UPS' (x2); '@AmazonHelp It says UPS' (x2); '@AmazonHelp UPS surepost' (x1),no,0.079,0.026,0.0,0.0
148,74,58.0,0.05405405405405406,0.0,0.04054054054054054,"'@AmazonHelp It was USPS' (x3); '@AmazonHelp Nope. UPS, Fedex and USPS are equal offenders' (x1); '@AmazonHelp Yes it is USPS! I’ve been navigating through my orders on my account' (x1)",no,0.068,0.0,0.014,0.0
149,40,45.5,0.0,0.0,0.125,'@AmazonHelp Shipped with AMZL US' (x3); '@AmazonHelp “Shipped with AMZL US”' (x2); '@AmazonHelp It says shipped with AMZL US.' (x1),no,0.05,0.0,0.0,0.0
150,111,55.0,0.036036036036036036,0.0,0.14414414414414414,'@AmazonHelp Carrier: AMZL US' (x6); '@AmazonHelp The carrier was AMZL US' (x2); '@AmazonHelp They changed it to the 6th-11th and usps is the carrier.' (x2),no,0.09,0.0,0.0,0.0
151,129,107.0,0.07751937984496124,0.0,0.0,"'@AmazonHelp We have 2 work 2gether to accommodate UR new service. I simply need ' (x1); ""@AmazonHelp Haven't paid attention to the carrier. But it's been doing it recent"" (x1); ""@AmazonHelp No it's with all carriers on your website he has tried to change it "" (x1)",yes,0.186,0.0,0.0,0.0
152,50,100.0,0.92,0.0,0.0,"'@AmazonHelp That link is re reporting a suspicious email?' (x1); '@AmazonHelp I feel like you guys are just playing me now. This email makes no se' (x1); '@AmazonHelp Haha, you guys need to believe that I know how to check my email :) ' (x1)",yes,0.14,0.02,0.02,0.0
153,59,61.0,0.05084745762711865,0.0,0.06779661016949153,'@AmazonHelp Not yet dispatched' (x2); '@AmazonHelp for over 24 hours it has said preparing to dispatch' (x2); '@AmazonHelp It says it has been dispatched.' (x1),no,0.085,0.0,0.0,0.0
154,50,122.5,0.12,0.0,0.0,"'@AmazonHelp Ive done that but it only gives me the option of the 1 months free t' (x1); '@AmazonHelp I just get this in that link, no mention of trial https://t.co/BzZvl' (x1); '@AmazonHelp So, can you confirm, will I be able to Active the Trial at a later d' (x1)",yes,0.18,0.04,0.0,0.0
155,128,128.5,0.0546875,0.0,0.0,"'@AmazonHelp Most orders I place now say that shipping date will be notified rath' (x1); ""@AmazonHelp Hi, what's the excuse now for why the item ordered with two-day ship"" (x1); '@AmazonHelp That didn’t answer my question. How is it 2 day Shipping if it’s act' (x1)",no,0.102,0.0,0.0,0.0
156,1967,145.0,0.042704626334519574,0.0,0.0010167768174885613,'@AmazonHelp I contacted customer care and I ask them about prime benefits they c' (x2); '@AmazonHelp Thats the thing I told customer service. I created a new email addre' (x1); '@AmazonHelp I have tried. It’s not allowing me to access my account to cancel my' (x1),yes,0.163,0.03,0.036,0.0
157,324,53.0,0.0030864197530864196,0.0,0.030864197530864196,'@AmazonHelp Call me urgent' (x3); '@AmazonHelp No solution provided till date. Request to call me @92729' (x3); '@AmazonHelp Call me.' (x2),yes,0.139,0.003,0.015,0.0
158,37,43.0,0.0,0.0,0.05405405405405406,'@AmazonHelp Iam waiting for your reply bro' (x2); '@AmazonHelp Still awaiting a reply from your side' (x1); '@AmazonHelp I await your reply with bated breath' (x1),no,0.0,0.0,0.0,0.0
159,101,30.0,0.0,0.0,0.10891089108910891,'@AmazonHelp Still waiting...' (x4); '@AmazonHelp Still waiting' (x3); '@AmazonHelp Will be waiting' (x2),no,0.02,0.02,0.01,0.0
160,33,118.0,0.06060606060606061,0.0,0.0,"'@AmazonHelp Yes, try dialing 180030009009, select any option, IVR would say use ' (x1); '@AmazonHelp Yes I have tried calling to them on 180030009009 number and applicat' (x1); '@AmazonHelp I tried for 3 hours yesterday! Same issue, no way to chat. Your app ' (x1)",yes,0.242,0.0,0.0,0.0
161,31,53.0,0.0,0.0,0.0,'@AmazonHelp Can you get them to reply to me?' (x1); '@AmazonHelp Je peux les contacter a quelle adresse mail ?' (x1); '@AmazonHelp Who do I contact.' (x1),yes,0.129,0.0,0.258,0.0
162,46,102.0,0.0,0.0,0.0,"'@AmazonHelp Nd they want fax id proff.but i have different adress on my id proof' (x1); ""@AmazonHelp Is it necessary to send fax ?? Can't we send email with supporting d"" (x1); '@AmazonHelp No tengo herramienta para mandar un fax' (x1)",yes,0.457,0.0,0.304,0.0
163,183,70.0,0.06557377049180328,0.0,0.0,"'@AmazonHelp Also, why is chat option been removed?' (x1); '@AmazonHelp Thanks, do you have a live chat option where I can discuss what I ca' (x1); ""@AmazonHelp I'll try the chat. Thank you!"" (x1)",yes,0.142,0.016,0.0,0.0
164,40,86.5,0.0,0.0,0.05,"'@AmazonHelp Four times over phone' (x2); '@AmazonHelp Nah, seemed like just a temporary issue. On the second call it was f' (x1); '@AmazonHelp I’ve already rang twice and I’m not getting anywhere' (x1)",yes,0.2,0.0,0.025,0.0
165,96,87.5,0.052083333333333336,0.0,0.0,"'@AmazonHelp I have reported the same..Hoping for a genuine product in perfect co' (x1); '@AmazonHelp This is da third time am providng the details. Sorry, but i donot ha' (x1); '@AmazonHelp I want the product but I’m not going to jump through hoops.' (x1)",yes,0.115,0.021,0.031,0.0
166,30,63.0,0.2,0.0,0.0,"'@AmazonHelp It was expected 10/30-10/31 so yes, it has passed.' (x1); '@AmazonHelp Please check the Date from which is pending https://t.co/7gqgOsctkP' (x1); '@AmazonHelp They have changed more than 3 dates already .' (x1)",yes,0.433,0.0,0.133,0.0
167,340,36.5,0.014705882352941176,0.0,0.01764705882352941,'@AmazonHelp December 1' (x2); '@AmazonHelp 25 novembre' (x2); '@AmazonHelp 7 de noviembre' (x2),yes,0.076,0.024,0.062,0.0
168,181,51.0,0.1878453038674033,0.0,0.07734806629834254,'@AmazonHelp Un vendeur tiers' (x3); '@AmazonHelp Por un vendedor externo' (x3); '@AmazonHelp Third party seller' (x2),yes,0.265,0.055,0.072,0.0
169,155,127.0,0.07741935483870968,0.0,0.0,"""@AmazonHelp Thanks but this doesn't really help me as only let's me contact the "" (x1); '@AmazonHelp oui. Sur la page en question, option contacter le vendeur (x2)' (x1); '@AmazonHelp why not help . us here? Your seller support is kind of dumb robots a' (x1)",yes,0.226,0.039,0.077,0.0
170,49,82.0,0.061224489795918366,0.0,0.0,"'@AmazonHelp There was only one costing a lot more than £20 and FBA -stating elig' (x1); '@AmazonHelp Honestly don’t know what we’re paying for @1845 #ridiculous' (x1); '@AmazonHelp ihr habt mein Geld, also sorgt dafür - ganz einfach!' (x1)",yes,0.347,0.184,0.388,0.0
171,169,124.0,0.11834319526627218,0.0,0.0,"""@AmazonHelp I put something on my wishlist last night for £59.99 (&amp; it's sti"" (x1); '@AmazonHelp Ayúdenme a no morir de pena ajena, revisen sus precios. Que feas pra' (x1); ""@AmazonHelp Yes thanks for that but that doesn't answer my question of why this "" (x1)",yes,0.213,0.03,0.148,0.0
172,133,91.0,0.06766917293233082,0.0,0.0,'@AmazonHelp Each one says it’s arriving “Today” by 8pm. Will attach screen grabs' (x1); '@AmazonHelp Did not arrive. Please could you confirm which day it is. https://t.' (x1); '@AmazonHelp It says by November 3rd at 8 pm. I am just getting worried because t' (x1),no,0.113,0.008,0.015,0.0
173,254,48.0,0.003937007874015748,0.0,0.01968503937007874,'@AmazonHelp How soon?' (x3); '@AmazonHelp How much time you will take' (x2); '@AmazonHelp Is that a 24 hr line' (x1),yes,0.075,0.043,0.055,0.0
174,72,61.0,0.041666666666666664,0.0,0.0,"'@AmazonHelp When? It’s already more then 72hours! :(' (x1); '@AmazonHelp Yea an both times before they also got further delays' (x1); '@AmazonHelp On https://t.co/QlBV5qOTCT (usa), it has been on delayed at least a ' (x1)",yes,0.194,0.056,0.083,0.0
175,89,29.0,0.0,0.0,0.16853932584269662,"'@AmazonHelp Yesterday' (x8); '@AmazonHelp Yesterday.' (x3); ""@AmazonHelp Aujourd'hui"" (x2)",no,0.022,0.045,0.011,0.0
176,189,70.0,0.005291005291005291,0.0,0.0,"'@AmazonHelp Hi it’s currently 23:25 uk time' (x1); '@AmazonHelp Weil es schon seid Montag unterwegs sein sollte ?!' (x1); '@AmazonHelp This Monday, and no, I had no answers' (x1)",yes,0.201,0.095,0.217,0.0
177,47,96.0,0.14893617021276595,0.0,0.0,"'@AmazonHelp gracias, pero ya no sé que mas hacer, desde el 6/10/17 he enviado a ' (x1); '@AmazonHelp Hola. La única notificación que recibí es que estaba en tránsito. El' (x1); '@AmazonHelp a transportadora nunca responde' (x1)",yes,0.638,0.128,0.489,0.0
178,84,37.0,0.0,0.0,0.023809523809523808,'@AmazonHelp Message sent!' (x2); '@AmazonHelp I sent a direct message with details on this' (x1); '@AmazonHelp Thanks. Just sent.' (x1),yes,0.06,0.036,0.06,0.0
179,113,113.0,0.035398230088495575,0.0,0.0,'@AmazonHelp What nonsense is this???? Bank is saying we can not lodge such compl' (x1); '@AmazonHelp Oui contacté ma banque et porté plainte pour fraude. Je ne sais pas ' (x1); '@AmazonHelp Your overcharging made my account to overdraft and now my bank is sl' (x1),yes,0.248,0.044,0.115,0.0
180,70,103.0,0.17142857142857143,0.0,0.0,"'@AmazonHelp Please elaborate. If the charges are of prime subscription on https:' (x1); '@AmazonHelp My original order was split into 2, the 1st 1 was charged properly &' (x1); '@AmazonHelp Think you guys charged me twice for something im not aware of' (x1)",no,0.114,0.0,0.014,0.0
181,373,129.0,0.0777479892761394,0.0,0.0160857908847185,'@AmazonHelp 936128__credit_card__' (x4); '@AmazonHelp FYI NAME : AJAY SHANKAR ORDER NO.: 4__credit_card__ ORDER DATE : 29.' (x2); '@AmazonHelp Und warum soll meine Zahlungsart automatisch abgelehnt worden sein? ' (x1),yes,0.276,0.064,0.129,0.0
182,51,97.0,0.0392156862745098,0.0,0.0392156862745098,"'@AmazonHelp I had a gift card of 50k I hv not used an ur team is saying that it ' (x2); '@AmazonHelp Looks like I hv 2 buy a gift card &amp; personalize it. Not my goal.' (x1); '@AmazonHelp No, but I spoke with someone this morning and found out that some se' (x1)",no,0.118,0.0,0.02,0.0
183,112,140.5,0.08035714285714286,0.0,0.0,"'@AmazonHelp I need a proper compensation and full refund of my order. Contact me' (x1); '@AmazonHelp (2/2) received my order. I want to know if they are not willing to d' (x1); '@AmazonHelp I have sent you the details. There is no question of refund now, I w' (x1)",yes,0.152,0.0,0.0,0.0
184,1044,125.0,0.05747126436781609,0.0,0.0,"""@AmazonHelp I don't want a form to fill out that logs a response no one reads. I"" (x1); ""@AmazonHelp You have to log in. I don't remember the email address I used. Can y"" (x1); '@AmazonHelp I can’t log in because it’s locked.' (x1)",yes,0.202,0.018,0.073,0.0
185,332,59.0,0.015060240963855422,0.0,0.02108433734939759,'@AmazonHelp No mail received' (x3); '@AmazonHelp Not received any email' (x2); '@AmazonHelp No mail received.' (x2),yes,0.331,0.009,0.027,0.0
186,110,140.0,0.07272727272727272,0.0,0.0,"'@AmazonHelp Hi, predictably no sign of the parcel and no word from the carrier. ' (x1); '@AmazonHelp Can you find out if I’m getting my parcel today please?' (x1); '@AmazonHelp So it now appears my parcel is lost. Ordered on prime last Friday an' (x1)",yes,0.318,0.0,0.009,0.0
187,70,85.0,0.05714285714285714,0.0,0.0,'@AmazonHelp This is what it saying. I just want to replace it. https://t.co/Xfhe' (x1); '@AmazonHelp Let me know when will I get replacement' (x1); '@AmazonHelp getting a replacement for sunday🙋🏻\u200d♂️' (x1),no,0.071,0.0,0.029,0.0
188,30,126.5,0.03333333333333333,0.0,0.0,"'@AmazonHelp My issue was handle and refund granted through your AZGuarantee but ' (x1); ""@AmazonHelp There's really no good way to report that an item was missing. It as"" (x1); '@AmazonHelp I received the wrong item. I have been told to send it back for a re' (x1)",no,0.1,0.0,0.0,0.0
189,864,108.0,0.041666666666666664,0.0,0.0,"""@AmazonHelp I got a refund but I wanna check to see if it's actually lost"" (x1); '@AmazonHelp No one knows what to do to get my refund back to me! https://t.co/q7' (x1); ""@AmazonHelp Last mail rec'd on 09.10.2017 stating refund will be in my account b"" (x1)",no,0.135,0.002,0.002,0.0
190,273,43.0,0.003663003663003663,0.0,0.08424908424908426,'@AmazonHelp Email sent.' (x8); '@AmazonHelp Email sent' (x5); '@AmazonHelp Sent an email.' (x2),no,0.073,0.022,0.048,0.0
191,76,37.5,0.02631578947368421,0.0,0.25,"'@AmazonHelp __email__' (x15); '@AmazonHelp My email is __email__' (x2); ""@AmazonHelp What's ur email id on which I should write my problem"" (x2)",no,0.026,0.013,0.026,0.0
192,69,93.0,0.043478260869565216,0.0,0.0,'@AmazonHelp Done that. Was told I would definitely have it by 9pm yesterday &amp' (x1); '@AmazonHelp It says it was delivered yesterday' (x1); '@AmazonHelp Se entregaba ayer miércoles' (x1),no,0.072,0.0,0.0,0.0
193,263,97.0,0.049429657794676805,0.0,0.0,"'@AmazonHelp My apologies, it says now that the delivery date is October 31st. St' (x1); '@AmazonHelp Original promised delivery date was yesterday to this Friday.' (x1); '@AmazonHelp The delivery deadline was yesterday' (x1)",yes,0.183,0.008,0.038,0.0
194,46,147.0,0.0,0.0,0.0,"'@AmazonHelp ""Guaranteeing"" delivery within 2 days after delivery was already due' (x1); ""@AmazonHelp OK, but how come when I select next day delivery it's actually 3 day"" (x1); ""@AmazonHelp @146688 I'm also having this issue, Next day delivery but I have to "" (x1)",yes,0.109,0.0,0.043,0.0
195,352,106.0,0.10795454545454546,0.0,0.0,"'@AmazonHelp My package just got here. All good, thank you!' (x1); '@AmazonHelp No package.' (x1); '@AmazonHelp Hey so my package has not arrived yet. Can I get this sorted please' (x1)",yes,0.196,0.023,0.006,0.0
196,48,63.0,0.020833333333333332,0.0,0.0,"'@AmazonHelp It says it has been out for delivery since 8:14am today' (x1); ""@AmazonHelp Out for delivery. It's said this since 11am😡"" (x1); '@AmazonHelp ""Out for Delivery"" which was posted at 7am this morning.' (x1)",no,0.021,0.0,0.0,0.0
197,369,134.0,0.04065040650406504,0.0,0.0,"'@AmazonHelp His parcels keep going next door as the previous owner was using his' (x1); ""@AmazonHelp They left it downstairs by the mailboxes. I'm home alone and had to "" (x1); '@AmazonHelp Downstairs my building unattended and it keeps happening and yes I w' (x1)",yes,0.306,0.03,0.073,0.0
198,410,146.0,0.041463414634146344,0.0,0.0,"'@AmazonHelp The drivers who throw packages over the fence in the rain instead of' (x1); ""@AmazonHelp The drivers who decide that they don't want to walk up three floors "" (x1); '@AmazonHelp The prime driver Tues who only delivered 2 of 3 bags. Called, was to' (x1)",yes,0.176,0.015,0.024,0.0
199,55,73.0,0.10909090909090909,0.0,0.0,"""@AmazonHelp Thanks for your help 🙄 I'll just cancel it"" (x1); ""@AmazonHelp Unfortunately I'll have to cancel it then..disappointed https://t.co"" (x1); '@AmazonHelp looks like I will be cancelling then as this is bizarre' (x1)",yes,0.127,0.0,0.036,0.0
200,157,94.0,0.05732484076433121,0.0,0.0,'@AmazonHelp but I can’t find the options to cancel or re-order?' (x1); '@AmazonHelp Just now! I gave you the benefit of the doubt but I have now cancell' (x1); '@AmazonHelp I fear you have missed the point... I would be more patient if I kne' (x1),yes,0.14,0.0,0.019,0.0
201,214,64.0,0.009345794392523364,0.0,0.028037383177570093,"'@AmazonHelp order ID 405-5153587-4453909,' (x2); '@AmazonHelp ORDER # 407-5755227-4798751' (x2); '@AmazonHelp order dt-21/11/17,order#-408-1451886-4609126' (x2)",yes,0.164,0.0,0.009,0.0
202,329,79.0,0.23100303951367782,0.0,0.0060790273556231,'@AmazonHelp I have DMed u the content being shown to me against this order. Plea' (x2); '@AmazonHelp Talked w/ cust. serv. yesterday. Just sent an email from link. Would' (x1); '@AmazonHelp Order details!!! https://t.co/Rapb0ePnLK' (x1),no,0.112,0.006,0.0,0.0
