conversation_id,status,flags,message_count,customer_messages,brand_messages,direct_customer_to_brand,unique_authors,start_time,end_time,span_hours,max_adjacent_gap_hours
352360,EXCLUDE,no_direct_customer_to_brand,3,1,2,0,2,2017-10-08 11:00:56+00:00,2017-10-08 12:53:25+00:00,1.8747222222222222,1.8677777777777778
352363,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 12:27:28+00:00,2017-10-08 12:48:55+00:00,0.3575,0.3575
352375,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 12:30:30+00:00,2017-10-08 12:47:34+00:00,0.28444444444444444,0.28444444444444444
352378,EXCLUDE,no_direct_customer_to_brand,3,2,1,0,2,2017-10-08 10:33:02+00:00,2017-10-08 12:47:00+00:00,2.2327777777777778,2.195
352398,FLAG,large_time_gap,20,11,9,8,2,2017-10-08 12:19:09+00:00,2017-11-28 02:20:00+00:00,1214.0141666666666,1162.0691666666667
352400,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 10:55:52+00:00,2017-10-08 12:46:00+00:00,1.8355555555555556,1.8355555555555556
352402,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 12:33:30+00:00,2017-10-08 12:45:00+00:00,0.19166666666666668,0.19166666666666668
352545,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 12:16:01+00:00,2017-10-08 13:14:00+00:00,0.9663888888888889,0.9663888888888889
352547,EXCLUDE,no_direct_customer_to_brand,4,1,3,0,2,2017-10-08 10:59:34+00:00,2017-10-08 13:14:54+00:00,2.2555555555555555,2.232222222222222
352553,KEEP,,4,3,1,1,2,2017-10-08 12:53:16+00:00,2017-10-08 13:22:32+00:00,0.48777777777777775,0.3375
352557,KEEP,,4,2,2,1,2,2017-10-08 11:24:39+00:00,2017-10-08 16:06:25+00:00,4.696111111111111,2.5116666666666667
352560,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 11:02:59+00:00,2017-10-08 13:10:33+00:00,2.1261111111111113,2.1261111111111113
352563,KEEP,,9,5,4,4,2,2017-10-08 12:55:44+00:00,2017-10-08 14:15:32+00:00,1.33,0.40805555555555556
352574,KEEP,,3,2,1,1,2,2017-10-08 11:54:46+00:00,2017-10-08 13:13:25+00:00,1.3108333333333333,1.2372222222222222
352576,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 10:58:49+00:00,2017-10-08 13:08:40+00:00,2.1641666666666666,2.1641666666666666
352578,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 11:55:15+00:00,2017-10-08 13:08:40+00:00,1.2236111111111112,1.2236111111111112
352580,EXCLUDE,no_direct_customer_to_brand,3,1,2,0,2,2017-10-08 12:22:24+00:00,2017-10-08 13:07:00+00:00,0.7433333333333333,0.7388888888888889
352588,EXCLUDE,broken_parent_chain,4,2,2,2,2,2017-10-08 10:59:00+00:00,2017-10-08 14:00:43+00:00,3.028611111111111,1.866111111111111
352591,KEEP,,6,2,4,1,2,2017-10-08 10:35:46+00:00,2017-10-08 15:03:30+00:00,4.4622222222222225,2.513333333333333
352597,KEEP,,3,2,1,1,2,2017-10-08 12:57:15+00:00,2017-10-08 13:07:14+00:00,0.1663888888888889,0.14583333333333334
352599,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 11:03:36+00:00,2017-10-08 13:05:00+00:00,2.0233333333333334,2.0233333333333334
352601,EXCLUDE,no_direct_customer_to_brand,4,1,3,0,2,2017-10-08 11:18:26+00:00,2017-10-08 13:04:28+00:00,1.7672222222222222,1.7672222222222222
352607,KEEP,,3,1,2,1,2,2017-10-08 11:05:27+00:00,2017-10-08 13:04:00+00:00,1.9758333333333333,1.8372222222222223
352612,KEEP,,10,5,5,2,4,2017-10-08 10:30:41+00:00,2017-10-08 18:30:51+00:00,8.002777777777778,1.783611111111111
352617,KEEP,,4,3,1,1,2,2017-10-08 12:13:58+00:00,2017-10-08 13:24:10+00:00,1.17,0.8069444444444445
352620,KEEP,,4,2,2,1,2,2017-10-08 10:54:09+00:00,2017-10-08 19:37:31+00:00,8.722777777777777,4.243333333333333
352624,KEEP,,3,2,1,1,2,2017-10-08 12:48:04+00:00,2017-10-09 10:52:57+00:00,22.08138888888889,21.86888888888889
352627,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 12:49:43+00:00,2017-10-08 13:00:00+00:00,0.1713888888888889,0.1713888888888889
352759,KEEP,,12,6,6,5,2,2017-10-08 13:23:06+00:00,2017-10-08 13:47:04+00:00,0.39944444444444444,0.07388888888888889
352771,KEEP,,6,3,3,1,2,2017-10-08 13:16:28+00:00,2017-10-08 15:45:34+00:00,2.485,1.493611111111111
352777,KEEP,,5,3,2,2,2,2017-10-08 11:37:07+00:00,2017-10-09 02:52:20+00:00,15.25361111111111,8.415
352781,EXCLUDE,no_direct_customer_to_brand,3,1,2,0,2,2017-10-08 10:59:29+00:00,2017-10-08 13:25:00+00:00,2.4252777777777776,2.4163888888888887
352787,KEEP,,5,3,2,2,2,2017-10-08 13:06:53+00:00,2017-10-08 13:24:47+00:00,0.29833333333333334,0.1852777777777778
352789,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 10:52:10+00:00,2017-10-08 13:23:28+00:00,2.5216666666666665,2.5216666666666665
352791,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 13:03:37+00:00,2017-10-08 13:23:00+00:00,0.32305555555555554,0.32305555555555554
352793,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 13:10:36+00:00,2017-10-08 13:22:30+00:00,0.19833333333333333,0.19833333333333333
352795,EXCLUDE,no_direct_customer_to_brand,3,1,2,0,2,2017-10-08 11:34:24+00:00,2017-10-08 13:21:39+00:00,1.7875,1.7875
352800,KEEP,,4,2,2,1,2,2017-10-08 13:03:55+00:00,2017-10-08 13:19:35+00:00,0.2611111111111111,0.16805555555555557
352803,KEEP,,5,2,3,1,2,2017-10-08 10:36:38+00:00,2017-10-08 16:50:31+00:00,6.231388888888889,2.7286111111111113
352812,KEEP,,14,8,6,4,2,2017-10-08 13:05:32+00:00,2017-10-09 12:33:07+00:00,23.459722222222222,20.247777777777777
352825,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 11:18:50+00:00,2017-10-08 13:14:54+00:00,1.9344444444444444,1.9344444444444444
352827,KEEP,,5,2,3,1,2,2017-10-08 11:27:42+00:00,2017-10-08 16:05:31+00:00,4.630277777777778,2.4758333333333336
352866,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-25 04:31:40+00:00,2017-11-25 04:57:52+00:00,0.43666666666666665,0.43666666666666665
352868,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-25 04:19:04+00:00,2017-11-25 04:54:28+00:00,0.59,0.59
352870,KEEP,,5,2,3,1,2,2017-11-25 04:29:24+00:00,2017-11-25 07:24:00+00:00,2.91,2.0588888888888888
352873,EXCLUDE,no_direct_customer_to_brand,3,1,2,0,2,2017-11-25 04:23:36+00:00,2017-11-25 04:53:27+00:00,0.4975,0.4975
352878,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-25 04:33:44+00:00,2017-11-25 04:51:54+00:00,0.30277777777777776,0.30277777777777776
352880,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-25 04:45:04+00:00,2017-11-25 04:48:56+00:00,0.06444444444444444,0.06444444444444444
352882,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-25 04:27:06+00:00,2017-11-25 04:47:25+00:00,0.3386111111111111,0.3386111111111111
352885,KEEP,,4,2,2,1,2,2017-11-25 04:33:32+00:00,2017-11-25 05:21:27+00:00,0.7986111111111112,0.49333333333333335
352890,KEEP,,4,3,1,2,2,2017-11-25 04:40:58+00:00,2017-11-25 05:03:50+00:00,0.3811111111111111,0.24722222222222223
352892,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-25 04:36:41+00:00,2017-11-25 04:44:00+00:00,0.12194444444444444,0.12194444444444444
352894,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-25 04:21:41+00:00,2017-11-25 04:43:08+00:00,0.3575,0.3575
352897,KEEP,,4,2,2,1,2,2017-11-25 04:31:40+00:00,2017-11-25 06:37:00+00:00,2.088888888888889,1.853888888888889
352902,FLAG,large_time_gap,4,2,2,1,2,2017-11-19 10:06:05+00:00,2017-11-25 04:39:53+00:00,138.56333333333333,137.81305555555556
352905,KEEP,,15,8,7,5,2,2017-11-25 04:13:24+00:00,2017-11-27 18:28:26+00:00,62.25055555555556,55.07194444444445
352919,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-25 04:17:17+00:00,2017-11-25 04:38:27+00:00,0.3527777777777778,0.3527777777777778
352921,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-25 04:34:35+00:00,2017-11-25 04:38:00+00:00,0.05694444444444444,0.05694444444444444
352923,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-25 04:11:22+00:00,2017-11-25 04:36:26+00:00,0.4177777777777778,0.4177777777777778
352926,KEEP,,3,2,1,1,2,2017-11-25 04:18:50+00:00,2017-11-25 04:34:23+00:00,0.25916666666666666,0.25055555555555553
352929,KEEP,,8,4,4,3,2,2017-11-25 04:14:58+00:00,2017-11-27 11:48:39+00:00,55.56138888888889,26.336111111111112
352936,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-25 04:17:54+00:00,2017-11-25 04:30:28+00:00,0.20944444444444443,0.20944444444444443
353179,KEEP,,12,6,6,5,2,2017-10-08 13:28:03+00:00,2017-10-08 16:22:30+00:00,2.9075,1.2191666666666667
353190,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 11:55:17+00:00,2017-10-08 13:43:01+00:00,1.7955555555555556,1.7955555555555556
353195,KEEP,,6,4,2,3,2,2017-10-08 11:59:05+00:00,2017-10-08 15:22:33+00:00,3.391111111111111,1.7141666666666666
353198,KEEP,,10,5,5,3,2,2017-10-08 11:41:41+00:00,2017-10-08 14:08:31+00:00,2.4472222222222224,1.9725
353208,EXCLUDE,no_direct_customer_to_brand,3,1,2,0,2,2017-10-08 11:47:15+00:00,2017-10-08 13:40:27+00:00,1.8866666666666667,1.8866666666666667
353211,EXCLUDE,no_direct_customer_to_brand,3,1,2,0,2,2017-10-08 11:43:56+00:00,2017-10-08 13:40:27+00:00,1.9419444444444445,1.9419444444444445
353214,KEEP,,5,2,3,1,2,2017-10-08 12:27:45+00:00,2017-10-08 15:52:31+00:00,3.412777777777778,2.194722222222222
353227,KEEP,,7,4,3,2,2,2017-10-08 13:33:27+00:00,2017-10-08 14:02:08+00:00,0.47805555555555557,0.15833333333333333
353230,FLAG,large_time_gap,6,3,3,2,2,2017-10-08 11:45:21+00:00,2017-10-30 08:22:48+00:00,524.6241666666666,516.6127777777778
353235,EXCLUDE,no_direct_customer_to_brand,4,1,3,0,2,2017-10-08 11:43:53+00:00,2017-10-08 13:37:45+00:00,1.8977777777777778,1.8975
353240,KEEP,,12,5,7,4,2,2017-10-08 11:41:27+00:00,2017-10-09 05:16:28+00:00,17.58361111111111,8.110555555555555
353251,KEEP,,4,2,2,1,2,2017-10-08 11:35:10+00:00,2017-10-08 15:18:58+00:00,3.73,2.038611111111111
353255,KEEP,,8,3,5,1,2,2017-10-08 11:28:58+00:00,2017-10-08 15:33:26+00:00,4.0744444444444445,2.085
353260,KEEP,,3,1,2,1,2,2017-10-08 10:55:50+00:00,2017-10-08 13:36:00+00:00,2.6694444444444443,2.0255555555555556
353268,EXCLUDE,no_direct_customer_to_brand,4,2,1,0,3,2017-10-08 13:11:09+00:00,2017-10-08 13:35:00+00:00,0.3975,0.24472222222222223
353271,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 11:42:44+00:00,2017-10-08 13:35:00+00:00,1.8711111111111112,1.8711111111111112
353274,KEEP,,8,4,4,3,2,2017-10-08 13:14:40+00:00,2017-10-11 06:57:28+00:00,65.71333333333334,64.27666666666667
353281,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 11:25:21+00:00,2017-10-08 13:32:55+00:00,2.1261111111111113,2.1261111111111113
353284,KEEP,,4,2,2,1,2,2017-10-08 13:12:18+00:00,2017-10-08 14:04:27+00:00,0.8691666666666666,0.49833333333333335
353287,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 13:27:13+00:00,2017-10-08 13:31:26+00:00,0.07027777777777777,0.07027777777777777
353290,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 13:22:33+00:00,2017-10-08 13:30:01+00:00,0.12444444444444444,0.12444444444444444
353292,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 13:00:53+00:00,2017-10-08 13:29:30+00:00,0.47694444444444445,0.47694444444444445
353583,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 13:44:03+00:00,2017-10-08 13:56:02+00:00,0.19972222222222222,0.19972222222222222
353586,KEEP,,4,2,2,1,2,2017-10-08 13:39:57+00:00,2017-10-08 14:08:32+00:00,0.47638888888888886,0.24166666666666667
353590,KEEP,,14,9,5,2,2,2017-10-08 11:40:40+00:00,2017-10-09 16:23:42+00:00,28.717222222222222,23.068055555555556
353605,KEEP,,8,3,5,3,2,2017-10-07 20:05:33+00:00,2017-10-09 06:02:37+00:00,33.95111111111111,15.760277777777778
353608,KEEP,,4,2,2,1,2,2017-10-08 13:33:05+00:00,2017-10-08 14:29:36+00:00,0.9419444444444445,0.4
353611,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 13:32:08+00:00,2017-10-08 13:52:00+00:00,0.33111111111111113,0.33111111111111113
353617,FLAG,large_time_gap,6,4,2,1,3,2017-10-04 16:02:22+00:00,2017-10-08 14:21:00+00:00,94.31055555555555,93.55388888888889
353619,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 13:28:48+00:00,2017-10-08 13:48:37+00:00,0.3302777777777778,0.3302777777777778
353625,KEEP,,18,11,7,9,2,2017-10-08 13:25:02+00:00,2017-10-09 12:44:00+00:00,23.316111111111113,20.908055555555556
353641,EXCLUDE,broken_parent_chain,3,1,2,1,2,2017-10-08 13:39:29+00:00,2017-10-08 13:46:31+00:00,0.11722222222222223,0.0636111111111111
353643,KEEP,,8,3,5,2,2,2017-10-08 11:54:56+00:00,2017-10-08 17:49:56+00:00,5.916666666666667,3.181388888888889
353654,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 13:29:25+00:00,2017-10-08 13:45:01+00:00,0.26,0.26
354014,KEEP,,9,4,5,3,2,2017-10-08 12:44:26+00:00,2017-10-08 14:21:28+00:00,1.6172222222222221,0.5244444444444445
354016,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 12:31:26+00:00,2017-10-08 14:12:40+00:00,1.6872222222222222,1.6872222222222222
354020,EXCLUDE,no_direct_customer_to_brand,4,3,1,0,2,2017-10-08 13:52:53+00:00,2017-10-08 14:12:40+00:00,0.32972222222222225,0.2922222222222222
354023,KEEP,,6,3,3,2,2,2017-10-08 12:17:12+00:00,2017-10-08 20:48:28+00:00,8.52111111111111,3.276388888888889
354028,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 14:00:15+00:00,2017-10-08 14:10:30+00:00,0.17083333333333334,0.17083333333333334
354030,KEEP,,4,2,2,1,2,2017-10-08 12:21:14+00:00,2017-10-08 14:15:30+00:00,1.9044444444444444,1.8047222222222221
354035,KEEP,,4,2,2,1,2,2017-10-08 12:28:43+00:00,2017-10-08 17:30:30+00:00,5.029722222222222,2.9905555555555554
354038,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 12:27:23+00:00,2017-10-08 14:09:30+00:00,1.7019444444444445,1.7019444444444445
354040,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 13:54:17+00:00,2017-10-08 14:08:00+00:00,0.2286111111111111,0.2286111111111111
354042,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 12:23:23+00:00,2017-10-08 14:05:29+00:00,1.7016666666666667,1.7016666666666667
354045,KEEP,,5,3,2,1,2,2017-10-08 13:45:53+00:00,2017-10-08 15:22:03+00:00,1.6027777777777779,1.1333333333333333
354049,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 13:50:27+00:00,2017-10-08 14:03:25+00:00,0.21611111111111111,0.21611111111111111
354052,KEEP,,3,2,1,1,2,2017-10-08 13:48:14+00:00,2017-10-08 14:44:06+00:00,0.9311111111111111,0.7102777777777778
354055,KEEP,,4,2,2,1,2,2017-10-08 12:01:25+00:00,2017-10-08 16:19:31+00:00,4.301666666666667,2.2625
354058,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 13:56:20+00:00,2017-10-08 13:59:29+00:00,0.0525,0.0525
354060,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 13:13:15+00:00,2017-10-08 13:59:28+00:00,0.7702777777777777,0.7702777777777777
354380,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 14:18:52+00:00,2017-10-08 14:27:35+00:00,0.14527777777777778,0.14527777777777778
354382,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 14:19:02+00:00,2017-10-08 14:26:00+00:00,0.11611111111111111,0.11611111111111111
354385,KEEP,,5,2,3,1,2,2017-10-08 12:43:15+00:00,2017-10-08 18:07:00+00:00,5.395833333333333,3.5541666666666667
354401,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-12 01:19:59+00:00,2017-10-12 01:29:37+00:00,0.16055555555555556,0.16055555555555556
354404,KEEP,,3,2,1,1,2,2017-10-12 01:11:17+00:00,2017-10-12 02:48:11+00:00,1.615,1.3363888888888888
354414,KEEP,,10,5,5,4,2,2017-10-12 00:47:26+00:00,2017-10-12 01:27:32+00:00,0.6683333333333333,0.1875
354421,FLAG,long_conversation,38,17,21,16,2,2017-10-11 15:05:42+00:00,2017-10-15 07:15:55+00:00,88.17027777777778,21.515
354424,KEEP,,6,3,3,2,2,2017-10-12 01:23:26+00:00,2017-10-12 02:19:48+00:00,0.9394444444444444,0.4058333333333333
354438,KEEP,,11,6,5,5,2,2017-10-10 18:34:35+00:00,2017-10-13 00:51:18+00:00,54.27861111111111,23.438333333333333
354447,KEEP,,9,5,4,4,2,2017-10-11 12:45:29+00:00,2017-10-12 01:23:25+00:00,12.632222222222222,6.738888888888889
354449,EXCLUDE,no_direct_customer_to_brand,3,1,2,0,2,2017-10-12 01:12:23+00:00,2017-10-12 01:23:00+00:00,0.17694444444444443,0.16916666666666666
354454,KEEP,,4,2,2,1,2,2017-10-12 01:08:19+00:00,2017-10-12 01:20:54+00:00,0.20972222222222223,0.12277777777777778
354456,EXCLUDE,no_direct_customer_to_brand,3,1,2,0,2,2017-10-12 01:03:26+00:00,2017-10-12 01:20:54+00:00,0.2911111111111111,0.2911111111111111
354463,KEEP,,6,3,3,2,2,2017-10-12 01:04:21+00:00,2017-10-12 01:34:00+00:00,0.49416666666666664,0.1986111111111111
354469,KEEP,,6,2,4,1,2,2017-10-11 17:57:10+00:00,2017-10-12 01:19:36+00:00,7.373888888888889,7.220277777777778
354510,FLAG,long_conversation,41,24,17,21,2,2017-10-11 06:15:37+00:00,2017-10-12 03:23:00+00:00,21.123055555555556,11.33611111111111
354519,KEEP,,11,7,3,5,3,2017-10-12 00:47:45+00:00,2017-10-12 01:24:50+00:00,0.6180555555555556,0.15222222222222223
354627,KEEP,,7,3,4,1,2,2017-10-30 16:41:58+00:00,2017-10-31 01:56:33+00:00,9.243055555555555,8.5475
354630,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 01:41:31+00:00,2017-10-31 01:55:31+00:00,0.23333333333333334,0.23333333333333334
354632,KEEP,,12,4,8,2,3,2017-10-31 01:53:33+00:00,2017-10-31 12:19:32+00:00,10.433055555555555,9.022222222222222
354636,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 01:30:54+00:00,2017-10-31 01:54:32+00:00,0.3938888888888889,0.3938888888888889
354640,KEEP,,4,2,2,1,2,2017-10-30 12:49:59+00:00,2017-10-31 01:52:37+00:00,13.043888888888889,12.577222222222222
354643,KEEP,,5,3,2,1,2,2017-10-31 01:11:27+00:00,2017-10-31 02:04:16+00:00,0.8802777777777778,0.6841666666666667
354657,KEEP,,12,7,5,6,2,2017-10-31 00:23:12+00:00,2017-10-31 14:19:29+00:00,13.938055555555556,9.921666666666667
354659,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 01:45:13+00:00,2017-10-31 01:52:00+00:00,0.11305555555555556,0.11305555555555556
354661,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 01:45:58+00:00,2017-10-31 01:51:28+00:00,0.09166666666666666,0.09166666666666666
354667,KEEP,,6,3,3,2,2,2017-10-31 01:16:06+00:00,2017-10-31 02:20:54+00:00,1.08,0.475
354673,KEEP,,6,3,3,2,2,2017-10-31 01:19:14+00:00,2017-10-31 02:20:54+00:00,1.0277777777777777,0.37805555555555553
354680,EXCLUDE,broken_parent_chain,5,2,3,2,2,2017-10-31 00:39:30+00:00,2017-10-31 02:23:00+00:00,1.725,1.1355555555555557
354686,KEEP,,6,3,3,2,2,2017-10-30 19:50:36+00:00,2017-10-31 01:49:03+00:00,5.974166666666667,5.559166666666667
355319,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 14:15:02+00:00,2017-10-08 14:25:00+00:00,0.1661111111111111,0.1661111111111111
355324,KEEP,,5,3,2,1,2,2017-10-08 14:09:00+00:00,2017-10-08 17:03:56+00:00,2.9155555555555557,2.5969444444444445
355328,KEEP,,4,2,2,1,2,2017-10-08 14:03:50+00:00,2017-10-08 14:23:32+00:00,0.3283333333333333,0.15638888888888888
355330,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 12:44:41+00:00,2017-10-08 14:21:58+00:00,1.621388888888889,1.621388888888889
355332,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 12:40:17+00:00,2017-10-08 14:21:28+00:00,1.686388888888889,1.686388888888889
355336,EXCLUDE,no_direct_customer_to_brand,3,2,1,0,3,2017-10-08 10:00:07+00:00,2017-10-08 14:20:02+00:00,4.331944444444445,2.7230555555555553
355339,KEEP,,4,2,2,1,2,2017-10-08 14:04:14+00:00,2017-10-08 14:57:31+00:00,0.8880555555555556,0.4686111111111111
355343,KEEP,,3,2,1,1,2,2017-10-08 14:02:48+00:00,2017-10-08 14:17:38+00:00,0.24722222222222223,0.22
355345,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 13:59:35+00:00,2017-10-08 14:15:01+00:00,0.25722222222222224,0.25722222222222224
355531,KEEP,,14,11,3,8,2,2017-10-08 14:22:43+00:00,2017-10-08 15:49:19+00:00,1.4433333333333334,0.4816666666666667
355534,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 13:10:28+00:00,2017-10-08 14:42:28+00:00,1.5333333333333334,1.5333333333333334
355536,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 12:54:06+00:00,2017-10-08 14:42:00+00:00,1.7983333333333333,1.7983333333333333
355541,FLAG,long_conversation,86,46,40,13,25,2017-10-08 14:30:12+00:00,2017-10-12 12:17:30+00:00,93.78833333333333,23.558611111111112
355567,FLAG,large_time_gap,6,2,4,1,2,2017-10-08 12:58:10+00:00,2017-10-14 07:31:00+00:00,138.54722222222222,134.12083333333334
355572,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 14:23:14+00:00,2017-10-08 14:39:00+00:00,0.2627777777777778,0.2627777777777778
355581,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 12:57:56+00:00,2017-10-08 14:38:00+00:00,1.6677777777777778,1.6677777777777778
355584,KEEP,,9,4,5,3,2,2017-10-08 14:12:06+00:00,2017-10-11 10:53:26+00:00,68.68888888888888,56.73722222222222
355593,KEEP,,6,3,3,1,3,2017-10-08 12:17:21+00:00,2017-10-10 09:30:04+00:00,45.21194444444444,42.28666666666667
355596,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 14:24:49+00:00,2017-10-08 14:36:33+00:00,0.19555555555555557,0.19555555555555557
355601,KEEP,,9,6,3,5,2,2017-10-08 13:00:08+00:00,2017-10-09 03:56:48+00:00,14.944444444444445,7.016111111111111
355607,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 12:55:41+00:00,2017-10-08 14:34:00+00:00,1.638611111111111,1.638611111111111
355609,EXCLUDE,no_direct_customer_to_brand,4,1,3,0,2,2017-10-08 12:44:01+00:00,2017-10-08 14:34:00+00:00,1.8330555555555557,1.825
355614,KEEP,,8,3,5,2,2,2017-10-08 12:39:56+00:00,2017-10-08 16:27:32+00:00,3.7933333333333334,1.8511111111111112
355624,KEEP,,8,4,4,3,2,2017-10-08 14:21:45+00:00,2017-10-08 15:41:30+00:00,1.3291666666666666,0.5369444444444444
356371,KEEP,,7,4,3,2,2,2017-10-08 13:15:44+00:00,2017-10-08 16:14:22+00:00,2.977222222222222,1.696388888888889
356374,EXCLUDE,no_direct_customer_to_brand,4,1,3,0,2,2017-10-08 13:26:15+00:00,2017-10-08 14:57:31+00:00,1.521111111111111,1.5125
356378,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 14:42:18+00:00,2017-10-08 14:56:35+00:00,0.23805555555555555,0.23805555555555555
356380,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 14:43:36+00:00,2017-10-08 14:56:00+00:00,0.20666666666666667,0.20666666666666667
356382,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 13:22:24+00:00,2017-10-08 14:56:00+00:00,1.56,1.56
356384,EXCLUDE,no_direct_customer_to_brand,3,1,2,0,2,2017-10-08 13:15:36+00:00,2017-10-08 14:54:39+00:00,1.6508333333333334,1.6508333333333334
356389,KEEP,,7,4,3,1,4,2017-10-08 13:06:17+00:00,2017-10-08 16:21:40+00:00,3.256388888888889,0.9197222222222222
356393,EXCLUDE,no_direct_customer_to_brand,4,3,1,0,3,2017-10-08 14:46:43+00:00,2017-10-08 14:52:27+00:00,0.09555555555555556,0.04722222222222222
356396,KEEP,,4,2,2,1,2,2017-10-08 13:22:59+00:00,2017-10-09 14:33:00+00:00,25.166944444444443,23.19
356400,KEEP,,4,2,2,1,2,2017-10-08 14:40:38+00:00,2017-10-08 15:28:33+00:00,0.7986111111111112,0.3844444444444444
356403,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 14:33:59+00:00,2017-10-08 14:50:06+00:00,0.26861111111111113,0.26861111111111113
356405,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 13:09:19+00:00,2017-10-08 14:50:00+00:00,1.6780555555555556,1.6780555555555556
356409,KEEP,,10,5,5,4,2,2017-10-08 14:35:27+00:00,2017-10-08 15:30:33+00:00,0.9183333333333333,0.22833333333333333
356417,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-08 14:35:01+00:00,2017-10-08 14:46:29+00:00,0.19111111111111112,0.19111111111111112
