customer_message_id,conversation_id,created_dt,prev_input,embedding_input,cluster
341449,341460,2017-10-28 07:35:21+00:00,"Es geht darum, dass die besagte E-Mail-Adresse nun min. 1 Monat keine E-Mails mehr annimmt. Über das Kontaktformular können keine direkten..",Das hat doch den gleichen Effekt wie das Kontaktformular. #sinnlos,42
347797,347795,2017-10-08 10:41:40+00:00,@198823 What exactly are guidelines for posting feedback for products that don't meet the mark? Should we owe it to buying it from Amazon or Karma?,"Thanks for the prompt response. If only the service was equally prompt and good, we wouldn't need twitter to show our love!",42
348186,348176,2017-10-08 07:52:55+00:00,Same cost product is not available.,Got a call from head office.i shared all the screen shot of your tweets and share your feed back that u can't help customer,42
350640,350642,2017-10-08 10:40:47+00:00,I was not able to access anazon prime and amazon. Had complained however did not get satisfactory resolution,Similar case was with tata docomo. Hence had to take help if twitter. The tata docomo tech came and sorted out the issue,42
350641,350642,2017-10-08 10:41:46+00:00,Apparently DNS issue and IP was getting blocked,However i suffered for 1 month without resolution,-1
350650,350648,2017-10-08 12:35:31+00:00,@115850 @115851 Hve filed a complaint with Consumer Forum and the complaint number is 459764. Waiting for ur resolution till 11th Sept. https://t.co/CxDfI0kSEG,"Mr. PS as said on so many tweets, I have already shared the details with you'll n number of times. But you are not helping at all. https://t.co/pduc6CXA5O",42
354416,354421,2017-10-12 01:08:54+00:00,This is nonsense. Already filled that two days back. Every time I follow up you will send me that fixed reply to fill details? Plz resolve,Not yet.,116
743338,354421,2017-10-14 03:57:54+00:00,nice to hear that.,Not received any after 8 Oct in which they asked for details that I replied.,-1
355626,355624,2017-10-08 15:04:20+00:00,Well no because it says that numbers not recognised,Yeah that’s not recognised either?,115
359228,359215,2017-10-09 15:39:15+00:00,Unhappy with your service 😔,I said before... See the previous tweets,42
364676,364673,2017-10-08 20:14:39+00:00,Hey !! Thank you !! 😊 I know Amazon will get the product deliveries ontime......initial tweet was about festival quiz contest 😃😉,Yeaah!!!Great job team! Sale was brilliant and amazing ..new phone ..new clothes..new shoes...! Now hoping to get the prize as well..hahaha😁,-1
365616,365622,2017-10-08 20:33:25+00:00,Wann ist der nächste Prime Day? 😉,Vielleicht sollte eure Marketing Abteilung mal mit Twitter reden 😝😅,42
365644,365639,2017-10-08 20:56:57+00:00,"All in all, an hour and 15 minutes spent, still no good outcome for me, and the CS manager sounded so bored & did not care in the slightest!","Fulfilled by Amazon, the CS guy said. Refused to issue a collection. I've got nothing to give my Mum for her birthday; not even a gift card!",-1
369176,369186,2017-11-29 15:13:40+00:00,Plz sort it out asap.... m begging u,Social media?? U mean via mail?,42
375830,375828,2017-10-09 10:18:26+00:00,No. Still haven't received an email notification. Had to log in to find out the package is late.,No. Wasn't until I logged into my account when I saw that the package wasn't coming. No email/text,-1
376020,376023,2017-10-09 02:37:01+00:00,El problema no es ustedes! Es @9129,Por fa lean el.twit antes de responder bye,42
378537,378534,2017-10-09 12:52:01+00:00,Will somebody call,Yes. Please check,125
379393,379389,2017-10-09 07:21:33+00:00,"Non, via l'application. Amazon Logistics.","La dernière fois que j'ai contacté le SAV pour une commande, j'ai demandé l'annulation et on m'a dit ""tout est OK"". Je l'ai qd-même reçue.",-1
381401,381407,2017-10-11 15:51:26+00:00,Absolutely useless spend 30 mins on the phone to be told they are to busy and they will call me back. 48 hours later nothing @115851,Please read through this tweet.,42
382385,382395,2017-10-27 04:22:56+00:00,no mail......i haven't got any mail today so far,nothing there,115
384417,384408,2017-10-09 15:56:24+00:00,@AmazonHelp STILL NOT HERE. Bearing in mind I payed more for the shipping then the product. Help?,STILL NOT HERE,117
386853,386845,2017-10-10 08:05:03+00:00,"Le montant de la commande s'élève à 14€, celui de mon cheque cadeau à 15","Non, je n'en ai pas",115
387180,387181,2017-10-09 13:38:36+00:00,"Now when you have the same, show some deleberate effort to help.","Enough information was shared in the tweet, if you want to help then you can help.",42
389653,389655,2017-10-09 21:43:49+00:00,Sii*-* es uno de mis favoritos😍,Claro ^^,125
393053,393051,2017-10-09 20:49:47+00:00,Shipped by Amazon and back to an Amazon facility,"Of course I have checked. Then I tried to find s way to contact customer service. Hence, the tweet.",42
394430,394426,2017-10-09 17:57:25+00:00,Thanks for replying . But let me tell you even after multiple correspondence . The team is not able to reinstate my account so i have (1/2),to switch to twitter (2/2),42
396936,396931,2017-10-10 14:51:17+00:00,"That's the case, this product is costly now about 55% from price which i have purchased earlier and i should not have to spend the same...","Still my issue isn't resolved, you are saying same thing which you tweeted, feeling cheated...",42
397345,397343,2017-10-27 13:39:24+00:00,"Não, não. Apenas acostumada com o antigo layout, kkkk. Mas agradeço a atenção. 😊😘",Agradeço novamente e parabéns ficou lindo o novo layout!! 😘👏📚,-1
399134,399139,2017-10-29 07:50:48+00:00,"If this is not resolved and credited by end of day today, i shall cancel further order on amazon and place it on flipkart.",no. nothing at all. No information till date,115
407047,407038,2017-10-10 07:21:25+00:00,Well I tried that. And after here captcha codes and a new verification codes I finally got on only to find I couldn’t submit form because,I didn’t have the tweet url. Not going through that again. There must be a record of previous support request so your guys can use that,42
407888,407890,2017-10-09 22:32:41+00:00,"of course not! Y r u guys tossing me up and down for a year. It's just d same cycle. I provided my bank account. PAY ME, simple!",instead u blocked me from accessing the site unless I update my credit card for u to deduct more?,-1
409312,409310,2017-10-10 05:16:52+00:00,Don't ignore me :(,"Check all my tweets, everything is there.",42
415138,415136,2017-10-10 15:44:15+00:00,"I received a delay notice. a few days later when I emailed asking if there was a tracking update, I was told it would be delivered that day",Obviously that wasn't true,115
417814,417818,2017-09-25 13:18:08+00:00,"I called many a times and explaining the situation to executive, don't I have any job? I am getting different reply every time.",what is Twitter handle means please?,42
420670,420656,2017-10-13 02:28:12+00:00,Finally the order got delivered but I had to travel without it,Thank you so much to social media and leadership team,42
426385,421372,2017-10-10 12:21:24+00:00,@206514 @206514 this their tactics not to attend customer end of the day you will get only sorry right @115851,Yes sure.,125
421542,421540,2017-10-10 08:50:17+00:00,They won't. They refuse to and claim it's physical damage although we weren't home! Just curious if you guys would help in that scenario.,"Not at all, although I wish I had. :(",114
422941,422945,2017-10-10 12:26:03+00:00,il a pas de version boite pour SWBF2 et Need For Speed ? Oo,Impossible,115
422996,422998,2017-10-10 10:19:33+00:00,"Well, am just awaring ppl out here not to buy products from your company this is totally disgusting am gonna file a case at consumer court",Gonna make it socialize as much as i can,42
425183,425177,2017-11-21 16:22:56+00:00,Still not received item. Checked order tracking and item has been dispatched but not out for delivery yet. Considering that this was ordered on prime on Saturday and I still don’t have it is really annoying...,No nothing at all.,115
425438,425407,2017-10-11 03:36:55+00:00,It suppose to deliver on 9th Oct only now it's shoeing me at 14 Oct it's such pathetic customer service ever seen.,You are doing nothing.,115
426679,426683,2017-10-10 12:32:42+00:00,Fire tv stick,Yes its active,124
428972,428976,2017-10-03 20:17:52+00:00,"noch nicht.... ich trau mich nicht zu bestellen wenn ich an meine letzten ""Zustellungen"" denke wie zu Ostern...Paket suche",ich verstehe das so... bei Problemen twitter ich... ihr kommt vorbei und sucht mein Paket,42
428956,428976,2017-10-03 21:29:27+00:00,"wenn DER Bote immer noch für euch ""tätig"" ist ....mit Sicherheit",DAS hab ich vor..... hab den Link zu diesen Tweets gespeichert und werde das Lob unten ranhängen jetzt bin ich noch gespannter https://t.co/G1oReIQVkC,42
429073,429066,2017-10-10 15:05:50+00:00,N° DE COMMANDE 403-4401776-1509903 car y a pas de numero de suvi,justement y a pas de numero de suvi voila le soucis,115
430096,430040,2017-10-13 10:11:45+00:00,"No,I did not receive any new email from your company side. But if you people cannot fix this, then, Thank You Very Much. GoodBye Amazon Bye","Tell me here that you cannot fix this problem, let the world see it from your twitter handle, otherwise fix my issue, I gave you all details",42
430106,430040,2017-10-13 10:36:19+00:00,"How many times have I told u I will not share my bank details with u cheaters, I will file a complaints with the national consumer forum..",i tweeted to your ceo jeff bezoz too,42
430600,430598,2017-10-10 15:16:04+00:00,thankyou Amazon. :),yeah sure. ^_^,125
430698,430689,2017-10-10 16:28:39+00:00,"No, this is not the solution which you are offering to me.",I have already shared my details over twitter page.,42
433008,433004,2017-10-11 09:58:26+00:00,Havent got my order yet. was promised by one of your customer executives that ill get it by 5:00PM. no contact from your side. Flight at 8,Cant open the link. lets talk on twitter itself.,42
434595,434565,2017-10-14 06:00:32+00:00,"today also not delivered, its been 4th day im escalating.. agent number which i given is incorrect which is 8660088587",ESCALATING FROM LAST 4 DAY'S NO RESPOND FROM SOCIAL MEDIA TEAM OR NOTHING ... LEAST BOTHER TO CONTACT TO EXPLAIN THE ISSUE.. I CALLED 12TIMS,42
435091,435084,2017-10-10 19:04:12+00:00,"Yeah.. I'm already doing that and getting told ""so sad too bad""","Yeah. Deal with it, or, nothing.",115
439311,439335,2017-10-11 13:23:53+00:00,I already have. I have also explained the issue in detail.,"Still waiting for any kind of an update. since its already around 7pm IST, i'm assuming im not getting any of my products today.Thanks a lot",-1
439315,439335,2017-10-11 14:02:25+00:00,thank you for sending me the link to the message center. Now i can rest peacefully.,I haven't.,114
440490,440507,2017-10-25 17:52:28+00:00,Et un projet en cours! Pour me faire pardonner ! https://t.co/PcGpdl7ilj,Bien entendu! Comptez sur moi! ^^ je vous enverrais un Tweet une fois ma nouvelle oeuvre achevée! 😊,42
442847,442851,2017-11-22 09:45:59+00:00,"3 phone calls, 1 hour and still you can't unhack my wife's account. How difficult can it be FFS!!!! She just wants access to her account back. #amazon #fail #scam #Hacker #Criminal https://t.co/0HU9gIhAF5",Can I DM you rather than discuss this openly on Twitter?,42
442955,442960,2017-11-22 08:54:17+00:00,"It just says ""between the 22nd and 24th"" but it's toys for a little boy for a Christmas appeal - the collection date for which is tomorrow. Which is why I'm extra concerned.",Not sure what you mean...I haven't contacted anyone until I tweeted you this morning. Is there another route I should've taken?,42
445412,445417,2017-11-22 11:43:38+00:00,Not very good customer service. Also emailed the complaints email address i was given and not even received an automated response. Care to help?,Nope. Nothing.,115
445582,445587,2017-11-22 10:09:17+00:00,"These are all order for filled by Amazon. Email says guaranteed today. However app says 22-24 November. I need the items today, as per my order and prime membership.",Yes and give a vague answer.,125
447230,447240,2017-11-30 18:52:19+00:00,"Ok, donc je chercherais du côté de chez Samsung la garantie, merci !","Re-bonsoir ^^' Le produit ci-dessous à changer par rapport à mon tweet précédent (Provenance de l'article), rien ne change cependant niveau garantie etc ? https://t.co/kTKrbZlORJ",42
448219,448228,2017-11-30 20:39:32+00:00,"Warum ist denn der Status bei euch immer noch ""Rücksendung unterwegs""?",Bis jetzt noch nicht,116
459974,459978,2017-12-01 02:10:17+00:00,"Preparing for shipment due Monday Dec 4th.. which when I ordered suppose to be today, and then got an email stating it changed",It’s not even with them yet,116
461235,461241,2017-11-27 23:04:16+00:00,"Won’t be renewing prime next year, a waste of money!!!!!",Did you look at the picture I tweeted you?,42
465115,465122,2017-12-01 04:20:39+00:00,So just now it updated about the delay that happened a while ago. Also “weather or natural disaster” no natural disasters have happened today and it’s been sunny with some clouds but nothing serious https://t.co/9070vOpUzY,Seems like everyone is getting the same thing tonight. But a better excuse would be nice besides weather/natural disaster literally it’s been sunny all day https://t.co/pqXDJP29Wh,-1
468770,468789,2017-11-08 09:58:34+00:00,That is not a resolution at all! I have suffered loss of Rs 5500 due to ur mistake. And u compensate only Rs 1500? I'll go to court for this,What understanding? Answer me why should I suffer loss of Rs 5500 due to your mistake?,-1
469382,469390,2017-12-01 07:19:56+00:00,hace poco mas de media hora por teléfono. después me mandaron un correo que no tiene nada que ver. AE7SFJS8TMM1U,"es una oficina de correos, pero elimino el tweet. me dijeron que a ellos no les figuraba nada.",42
470867,470865,2017-12-01 09:39:29+00:00,"Pour se déconnecter, il ne faut pas être soi. https://t.co/S8N6TsZVe3","Sérieux, vous découvrez ? Lol",-1
472325,472329,2017-12-02 12:36:27+00:00,Today the delivery is showing as delayed. (As stated yesterday) how are @115830 intending to compensate me for the inconvenience?,I've emailed them (again) every other company I deal with manage to extend full customer service to Twitter via DM. @115830 it's disappointing you've fallen behind,42
474249,474247,2017-12-01 10:36:03+00:00,Yes I’ve done that a couple of times and this comes up https://t.co/TSGpQrihnc,I haven’t 😕,114
474316,474323,2017-12-01 10:04:54+00:00,I ordered many stuff last friday from US Amazon and it’s not shipped tell this moment. I don’t know if it’s normal or not,Not really,115
477698,477703,2017-12-01 13:00:17+00:00,Are you guys aware of @87009 they're fishing- asked me for cc details etc linked to account to help enquiry.,Sorry @22081... are the twitter handle phishing,42
478475,478480,2017-12-01 12:49:34+00:00,This. Order# 205-8182259-9157161 https://t.co/SmNwUTZ9cV,Thank you. An update on twitter or email?,42
478491,478489,2017-12-01 13:15:06+00:00,You can play with customer emotions! I want a replacement,"Tommrow I will post all details in Facebook, YouTube and twitter",42
478581,478587,2017-12-01 12:33:40+00:00,El problemas es que no sé. Compró casi todas las semanas en Amazon y estoy a la espera de varios productos,Esto vía Twitter con SEUR,42
479351,479349,2017-12-01 13:12:57+00:00,"Nothing but ""unexpected fluctuations in supply and demand"". Maybe coincidence but I've had no issues with other products being delayed bar the past 2 video game preorders.","Yes, the 6th as I showed in the original tweet.",42
479374,479376,2017-12-01 13:21:35+00:00,It says AMZL US,Yes. All I want is the tree I ordered to be delivered to me at the price I paid for it.,-1
481545,481538,2017-12-01 14:41:26+00:00,Amazon Logistics d'après le suivi,Pas encore,116
486669,486691,2017-11-30 01:52:08+00:00,Done. Please look into it. Thank you.,Any progress?,-1
486667,486691,2017-11-30 04:17:23+00:00,Any progress?,Nothing yet.,117
492123,492135,2017-12-01 17:22:16+00:00,"Because I was promised that it will get here, I did not make any other arrangements. And now my husband's birthday surprise is ruined. He's 40.... This is awful and so stressful",No reason or explanation.,115
493284,493292,2017-12-02 16:05:29+00:00,Shin Chan SEASON 1.,dude.. no update till now... shin chan season 1 still unavailable..,-1
493304,493309,2017-11-12 13:17:47+00:00,Don’t do forms,Here is what Maplins attitude was to the whole thing of poor deliveries and who is accountable for it. Really poor attitude. Just because an item isn’t broken doesn’t mean it’s a good customer experience. Sort it out @115821 https://t.co/4W19KUWHhU,-1
494127,494129,2017-12-01 17:46:49+00:00,Made order next Saturday failed to be delivered on Wednesday and Thursday rang yesterday and this afternoon around 12:30 was promised that would be delivered today then rang again this afternoon told be delivered until Monday now been waiting 7 days one of worse customer services,No I wasn’t!!!! Sort it out,115
495858,495861,2017-12-01 18:22:44+00:00,I would have to say Siamese. https://t.co/LwhtVM3Z1u,Indeed he is.,125
502441,502448,2017-12-01 21:17:19+00:00,Yeah it’s 8pm and still nothing! 👎🏽,9:15 and nothing!,115
503463,503464,2017-12-01 20:31:20+00:00,Can I make a complaint about carriers? Having orders out for delivery and just not show up is really crummy.,"I haven’t, no. Because, y’know, Friday night.",114
511657,511655,2017-12-01 23:23:06+00:00,"I have seen a lot of people doing the same, like complaining to local authories and even they didnt find any solution from them, so its probably a waste of time.",Nothing can be done other then that 😭,115
522529,522527,2017-12-02 04:30:18+00:00,"Yes I Have, And All my Information Is Correct. I Just Want To Be Able to Access My Account Without This Happening Again",No I Have Not.,114
524844,524850,2017-12-02 05:57:25+00:00,"Yes Mr. not only did you miss that, I was told that my address is wrong. The address on which I have received many orders in the last couple of years.",Not doing anything.,115
524927,524913,2017-12-03 04:04:26+00:00,waiting waiting waiting shit service by Amazon i ever had in my life,update your team to dispatch the order😡,-1
526187,526181,2017-12-02 09:26:27+00:00,Its just order Id. You can not encrypt order id in public? It will be helpful if you provide me the reason why I didn't receive my stuff till today & when it is going to deliver? Thanks,I have palced order from account where login id is my mobile no. Though i have seperate account having my emaild as login. Still you can use the email to communicate but not to current order details. To check my current order use phone no as Login I'd. Thanks,-1
527763,527761,2017-12-02 09:13:19+00:00,yes i have an email to say its out for delivery but it doesn't answer my questions,thats what ive already tried which let to me JOINING TWITTER to complaint here,42
529943,529949,2017-12-02 09:59:57+00:00,Un de mes jeux dit qu’il va devoir etre rembourser. Mais pour le reste rien n’est encore dit.,Non pas encore,116
530860,530864,2017-11-30 06:58:16+00:00,The carrier is not shown on my orders How long before Amazon takes responsibility and responds without me needing to chase Obviously a big company who has no concern for the small customer who up to now has used Amazon a lot but now reconsidering further usage!!,No I have heard nothing other than a reply to my email 5 days ago saying that it’s being looked into and I would hear soon! But I haven’t! Hence frustrated tweet! Please resolve.,42
537410,537414,2017-12-02 14:55:59+00:00,Thanks I'll do that then. I can collect from the sorting office if I need to,Yeah sure thing,125
548000,548005,2017-12-03 10:17:01+00:00,Yes i did. I have also emailed and tweeted the carrier but no reply. I am now going to work so cant do anything.,"Also if u dont have access to accounts, what's the point of having Twitter account called help when u cant help?",42
549370,549355,2017-12-02 19:14:36+00:00,Not sure if the intention is to keep me on hold until 2100 than there really IS nothing that can be done #disgraceful #disgusted #amazon #amazonprime,Do you really? Have you sat in for the first Saturday you've been off in month waiting on a parcel that no one actually attempted to deliver and now have only the option of waiting in yet ANOTHER day for the same parcel which may or may not be delivered tomorrow???,-1
551885,551883,2017-12-02 20:10:55+00:00,I don’t need your tracking service. They have no clue about where it is. Customer Service has no clue @AmazonHelp,No THAT is the ISSUE,115
571733,571731,2017-12-03 11:52:03+00:00,Check first tweet all details (order n tracking id) r there..my no. 9819112437,I have retweeted it for ur further reference,42
575905,575902,2017-12-03 08:57:41+00:00,I have a Fire TV Stick + Echo Dot; but I’m really wondering if the Echo Plus - which I understand has a good speaker - can be used as a TV output speaker while streaming content. Or does it only work while playing Alexa-controlled music?,That looks like your generic customer service page - is that also your Echo team’s contact site? Do they have a Twitter presence?,42
575934,575926,2017-12-03 09:10:09+00:00,Apple. 6S with the most current operating system.,I have not,114
579035,579041,2017-12-03 12:04:45+00:00,I have just received an email saying they've contacted the courier & have said it was handed to someone at my house but I can assure you we weren't in we left home at 5.50 to go for a meal & it said my parcel was left at 19.00 & they're wasn't any parcel with my neighbour!,I have just done that & have been told I need to wait 24 hours for them to contact me as to whether we get a refund but my main concern is that someone was in my house taking in parcels so you are obviously taking the drivers word for it,-1
585666,585664,2017-12-03 17:24:38+00:00,Thats a direct no guys! Not expected. Atleast give it a try?,I completely understand and know how this works since i too am from the same industry. Its a humble request to get this expedited since Its possible if given a slight push on a urgent basis. Also I feel the socialmedia team alone has the power to get things going.buck up guys!,42
588659,588663,2017-12-03 16:25:33+00:00,I was back in the US for 36 hours. I ordered a device for same day delivery so I could spend time with my family. Day 1 they said no one was home. They lied. I called and confirmed it would be there day 2 with management. I was told it was out for delivery. Lied again,The information on what was offered was in the first tweet.,42
588707,588712,2017-12-03 16:19:59+00:00,Order placed on Nov. 25th. Originally scheduled for delivery on 29th. Then 30th. Then 1st. How can you help with this?,No reason given.,115
590050,590048,2017-12-03 16:57:00+00:00,Vous ne répondez pas au problème... Je les ai appelés et ils m'ont dit que vous ne leur laissiez pas le choix. Pour 22 articles vous leur demandez 22 fois des frais de port (qu'ils ont estimé à 2.99€ par livre) même si eux ne font qu'1 seul colis...,"Je l'ai déjà fait. Mais je maintiens qu'il n'y a rien de logique à additionner 22 fois des frais de port pour 22 articles commandés chez la même boutique... Pour moi ça reste du vol, tout simplement.",-1
592128,592137,2017-12-03 17:39:19+00:00,"I think something s wrong with ur pantry box size calci alogorithm!! 45% fill just for 9 items..seriously!! itms are so small that, i can fit them in <10% of bx..u guys hv such big boxes bt ur alogos not crtng losses by sending more boxes!..and feedback also not reacng crt people https://t.co/GR8WcpM6Sx",Thanks..anyways I don't have to lose anything..see my Picts in old tweets above..u can see why I am saying this..,42
593358,593361,2017-12-03 17:59:27+00:00,"Comprei as edições do Capitão Cueca da Cosac Naify. Já temos os 3 volumes lançados pela @27639, mas estamos comprando os antigos enquanto a @27639 não lança as novas edições. 😉 https://t.co/JkeqDiP5E2","Ah, e ele está gostando sim.",125
602240,602244,2017-12-03 23:04:08+00:00,"I'm sorry, was there something wrong with what I said? It is taking a bit longer for a response, compared to the previous responses. Please do not mute me, again. I just want this situation to be made right.","I have done this many times, already, and they refuse to provide any resolution. Sorry, I know there's not really much you can do on Twitter. I feel like I've run out of options, and don't really know what to do, or where go to get any satisfaction. Nobody will help me.",42
608062,608065,2017-11-22 12:42:48+00:00,"Yes, the original delivery date was 11/20, but with every exception, it gets pushed back.","Sorry, the last picture was the shipment confirmation email. This one is the original order email, which also shows 11/20 as the delivery date https://t.co/zVyWtR5YtV",-1
613978,613974,2017-11-25 07:55:21+00:00,Been doing it from past one month,"If it is Urban India, no matter what the courier service is I get the product bt now that you know there are two option for my rural pincode & GATI is failing to deliver then why nt dispatch the item only with the one that delivers which is India Post. as simple as tht",-1
629519,629523,2017-11-22 15:40:57+00:00,J’ai 3 commandes que j’ai passer hier matin. Toutes en prime avec « livraison garanti le 22 novembre avant 20h » elle sont même pas expédié. Cela serre à rien de proposer du prime dans ce cas 😩,Non pas encore.,116
629551,629528,2017-11-23 07:06:11+00:00,I already refer the ur jumpsuit email. You all email are too irritating. They don't try to understand problem . They just keep false and bullshit promises . I want my product today . Can Amazon done this or not. Answer me clearly . In YES or NO.,U do nothing,115
637195,637200,2017-11-22 19:10:01+00:00,"Pero en definitiva donde he comprado el producto ha sido en vuestra web. Por tanto, quien queda mal en última instancia por el mal servicio de la empresa de reparto sois vosotros. Lo que me llegó el lunes por @4496 y por @115817 no hubo problema. Pero con @80....","Si claro. Escribí el primer tweet y a las 4, me contestaron pidiendome información, les expliqué y no me contestaron hasta una hora después para pedirme los datos de@mi dirección y localizar el paquete. No he tenido noticias hasta que cabreado he escrito otro tweet hace 20 min",42
637187,637200,2017-11-22 19:47:11+00:00,No tengo el número de pedido porque es el único que no tenía porque no se me facilitaba en los emails. En los que he recibido de @4496 y @115817 si que podía hacer un seguimiento porque tenía los datos. Además he visto que el reparto es hasta las 20:00,Por lo que hoy no recibo nada como me habían dicho desde @80 @130687 lo que significa que son unos SINVERGÜENZAS q se piensan q no tenemos nada q hacer y podemos estar en casa esperando todo el día a que traigan un paquete q ellos mismos dijeron q entregaban hoy,-1
637346,637354,2017-11-22 19:33:11+00:00,"not a single response from usps. all I received from you guys was ""we do not have a delivery date"" and it was sent to KY.",Sure. and its Tania.,125
641812,641821,2017-11-22 20:57:20+00:00,"Can you help please? Yesterday Hermes left a card to say they came to collect the parcel & would return today. No-one has come! Trying to return this within your time frame, can you help please? (Have removed my address from the pic) https://t.co/PR1B1MX1zH",Please can you help via Twitter?,42
641815,641821,2017-11-22 21:22:48+00:00,Please can you help via Twitter?,Please see my previous tweet! This is quite frustrating.,42
643742,643760,2017-10-13 08:57:35+00:00,I have patience but you don't have a proper process. Set your organisation first @115850 @115851 @1840,Jst answer my qustn. I proms i wil nvr evr buy anything from @115850 again. Wil nvr dstrb u. @115851 @1840,-1
643784,643796,2017-10-13 08:26:59+00:00,"Tell me date and Time #AmazonGreatIndianFestival #feku #AmazonIndia #Amazon Working, Priority,sorry,soon means ur doing nothing.",9619509883 call Tweeting will not help,42
644041,644046,2017-10-26 18:00:56+00:00,I made the order on the 24th and it said it'll arrive today. Now it says it's arriving tomorrow,"Nope, no explanation at all",115
2805048,648438,2017-11-22 18:42:23+00:00,I placed an order on the app that told me my delivery would arrive on Thursday then y’all emailed me saying it would arrive Friday. Not cool.,Nopeeeee,115
650073,650061,2017-11-25 07:58:46+00:00,How do I return a product that has never been delivered?,"Okay, the reason I am complaining on Twitter, is because your customer service is not helping, is there some sort of management I can contact? Maybe they would actually care.",42
651644,651653,2017-11-10 07:57:37+00:00,oui sur https://t.co/Z35ZONWzBT (voir l'url du capture écran),"j'ai bien compris, d'ou mon tweet car je me doute que ce n'est pas normal. J'arrive sur cette page en tapant votre URL directement sur un navigateur web.",42
654269,654274,2017-11-22 23:50:27+00:00,"Well the conversation with the supervisor was just as bad!! He has refunded and I had to order again, yet not listened when I said I have no way of printing returns label 🤦🏼‍♂️ it took 14 hours for a response and still not sorted properly!! F**k sake! You’ve gone crap lately!","No. I explained this to them! I have no family left, and none of our friends have a printer and I’m not able to get about much!",-1
654330,654328,2017-11-22 22:40:30+00:00,Ok so looks like y’all didn’t put one of the items in the box,Yes it does,124
661447,661454,2017-11-23 01:10:30+00:00,"https://t.co/ApZfd8KLdZ It sometimes shows up as available from Amazon. sometimes I can add to my cart, other times I cannot. when I can and I get to check out it doesn’t let me check out and adds the item to my wish list",yes. yes.,125
662661,662659,2017-11-23 16:06:31+00:00,"your escalation team has certain format of mail which they are sending everytime eventhough i m asking about different matter and scenario,its pathetic",can i have Amit agrawal tweeter id?,42
665145,665155,2017-10-13 12:54:15+00:00,I can't log in without my password.,I have sent an email outlining exactly what I have outlined in the stream of tweets. Thank you for your assistance.,42
665407,665418,2017-11-03 08:18:34+00:00,I guess I will have to wait till business hours I guess?,I would not be on Twitter if that link actually helped,42
669751,669747,2017-11-23 06:29:43+00:00,No one has approached me yet,"What is ""url to twitter message""",42
679050,671777,2017-11-23 08:49:19+00:00,USPS they are saying it’s going to be delivered on Friday morning. We’ll see. Not understanding why I pay for prime Svs you guys treat the 2day shipping as optional.,No. Not a one,115
682581,682587,2017-10-21 13:29:59+00:00,hi. Do you take requests for adding content? or is it not an option...,Thx. How do i do that? Is there a form? email? or twitter is enough.,42
683802,683798,2017-11-23 13:49:23+00:00,"Ce qui devait être une blague au départ, devient sérieux grâce à vous. 😂",Non plus.,115
686762,686654,2017-11-23 14:04:49+00:00,Found the answer... wrong code! Should be GIFTBOOK17 not GIFTBOOK2017 :-),. @283974 figured it out. The code should have been GIFTBOOK17 rather than GIFTBOOK2017. Thanks for your help tho :),-1
698734,698740,2017-10-13 02:29:21+00:00,I've ordered music three times from Amazon and this is the second time it is going to be late. Third parties are more punctual.,Nope. Same as always.,115
704392,704403,2017-11-23 18:58:21+00:00,"Era hoy, ahora es mañana, pero como he dicho no voy a perder un día entero esperando, si hay suerte bien, si no se cancela el pedido.",Si cancelo por supuesto. Las redes sociales son muy útiles para esto 😉😬,42
704400,704403,2017-11-25 16:22:07+00:00,No porqué es un 902. Si se marca un 902 el usuario paga el coste íntegro de la llamada. No estoy dispuesto a financiar la incapacidad/ineptitud de la empresa de transporte. Ya es lo último 😬😬,"Otra vez? 😬😬 Cada día lo hemos hecho, no me espero que desde Twitter se me arregle el problema, simplemente dejo constancia del mismo, eso los usuarios de las redes sociales lo apreciamos, valoramos y tenemos en cuenta (mucho) para próximas compras 😁",42
718352,718353,2017-11-25 08:28:07+00:00,Not sure why he could've had asked for the screenshot first instead of lying to me to make me think it's my fault.,*couldn't have,115
725240,725233,2017-10-12 05:02:40+00:00,What happened to my complaint,Not satisfied..,115
725254,725247,2017-10-15 05:07:42+00:00,get lost,"your pathetic service and low responses,,I thing in this concern i have not asked for any compensation in social media..",42
725255,725247,2017-10-15 05:08:20+00:00,"And really i will nver buy from amazon. Jabong is best customer service , And strong social media & higher management team.",. YOUR ARE JUST WORST,-1
726964,726961,2017-10-12 07:38:09+00:00,"I am waiting,I sincerely hope you would honor My request,I have been loyal Amazon customer and I hope you guys will not drive me away",You can send me the invite @__email__,-1
