customer_message_id,conversation_id,created_dt,prev_input,embedding_input,cluster,cos_solo,cos_aug,rank_solo,rank_aug
284044,284041,2017-10-06 14:57:11+00:00,408-3137785-3626763 this is my Order ID... Please Make a confirm that This product won't be Cancelled,Okay... Shall I delete that tweet?,42,0.28338835217496083,0.6048379686320129,5.0,1.0
288100,288134,2017-10-12 09:53:52+00:00,@115850 pls keep investigating but can someone tell me if I get my packet or not. Extended deadline also finishing today and no updates,@115850 NO status update no delivery and now customer care says we are no more responsible only social media team can help. JOKE JOKE,42,0.6024660467333667,0.6398633439648556,1.0,1.0
288322,288319,2017-10-07 06:04:09+00:00,"@115851 Need resolution on this ASAP, its been already too long. Order # 404-2934721-8605949","Deleted the tweet, but still this issue is getting out of hand.NO REFUND, NO PRODUCT. Its my loss both ways. Will nt let this hppn.",42,0.49663325394226077,0.54735752299666,1.0,1.0
297315,297319,2017-09-27 20:01:36+00:00,Social media escalation team joins the race in providing pathetic service & no resolution @115850 competing with ATS and Leadership team.,"Obviously, shared all details in link & received a mail from an incompetent member of your SOCIAL MEDIA ESCALATION TEAM but no resolution",42,0.7442451828998301,0.7511597004251274,1.0,1.0
297309,297319,2017-09-28 18:20:33+00:00,"This issue was already escalated on Sept 24th.Is your team waiting for some ""Muhurta"" to resolve this issue & there is no update for 4 days",Maybe Leadership team and Social media escalation team @115850 are too busy providing pathetic response that there is no update till now,42,0.8393276779319988,0.8298406462513296,1.0,1.0
297289,297319,2017-10-08 06:41:05+00:00,"The update never came,the product was'nt delivered after 5 days due to same issue.Finally cancelled the order. As usual, hopeless support",There are no updates. I am sure Social media escalation team won in providing pathetic customer support competing with leadership team,42,0.7489700213546999,0.7930973646923939,1.0,1.0
297294,297319,2017-10-24 02:37:22+00:00,"Awaiting for your ""email"".Not sure if you provide fake tweets or emails take months to reach.ATS achieves in providing poor service again","As tweeted on Oct 8th,there are no emails.Please stop posting fake tweets.There are no correspondence regarding this since Sept 26",42,0.632063240995318,0.6483972544818285,1.0,1.0
297296,297319,2017-10-24 03:31:46+00:00,"As tweeted on Oct 8th,there are no emails.Please stop posting fake tweets.There are no correspondence regarding this since Sept 26","Reiterating again-""There has been NO emails from Social Media team for LAST 28 DAYS"" @115821 @115850 Please STOP posting fake tweets again",42,0.6882494202797345,0.705148318497558,1.0,1.0
297299,297319,2017-10-31 04:22:14+00:00,"Reiterating again-""There has been NO emails from Social Media team for LAST 28 DAYS"" @115821 @115850 Please STOP posting fake tweets again",Social media escalation team is sham @115850 @115821 & ATS team believe themselves as Gods providing fake updates & none to question them,42,0.7023476322711422,0.7638698165266267,1.0,1.0
297303,297319,2017-10-31 06:04:36+00:00,Details had been shared through link & escalated to leadership team 4 times but ATS Gods haven't been appeased for last 3 months till now,The entire intent of tweeting again was the issue is unresolved even after receiving the correspondence concluding that your team is hopeles,42,0.735993543671065,0.7990200235256497,1.0,1.0
300550,300539,2017-10-07 09:09:24+00:00,"Hi again,your assistance was helpful, at the end he told me to rate the help but i couldn't find where it was.Please give Steven Saul 5/5 :)",No I haven't,114,0.2196047634285202,0.6285757079400965,12.0,1.0
301060,301050,2017-10-07 13:01:59+00:00,"N/M, tried it w/o signing in. Done.",I went to the site you directed me to and filled out the contact info. I’ve not been contacted. When will that happen? Thanks.,-1,0.5284772741950179,0.6553557390308999,2.0,1.0
304418,304431,2017-10-07 22:00:24+00:00,Did that but there's no way to attach screenshot in the form so same thing going to repeat. Same message still being displayed - https://t.co/311kKb4YW1,Link to this Twitter thread already submitted in the form filled again just now,42,0.5324239362936772,0.7573367996787768,1.0,1.0
1281371,304596,2017-10-27 16:37:26+00:00,Learn from https://t.co/tSrrVk1Nai. But you people donot bother about customers,"Even after so many tweets you people donot try to understand the concern. Order no is given, links filled, remarks given but all in vein",42,0.3030672250812369,0.5013791313003358,3.0,1.0
311495,311493,2017-10-07 03:56:20+00:00,And dear @115850 it's been more than 13 days I ordered am yet to get my product !!!! When am going to get it ??,Updated already kindly check and revert,-1,0.37020501395869876,0.7259412244210499,1.0,1.0
311543,311527,2017-10-09 14:37:28+00:00,I have already done it. Are you not able to retrieve my details? However I have filled my details again,Here is the link to your previous tweets . https://t.co/jQ6ls8UDLQ,42,0.39420060733272644,0.48545359416734685,2.0,1.0
313001,312986,2017-10-07 05:12:41+00:00,"Canceled order, what's personal. Pathetic service visible to all @115851",From day 1 I was telling Via emails and call but u guys kept me waiting giving assurances. I even told that the seller has wrong pin code.,-1,0.5479306429859909,0.6907257429813818,1.0,1.0
317908,317906,2017-10-07 10:04:47+00:00,"Became a Prime exclusive...After having saved for a long time, I can now no longer buy that item.. And forced to look elsewhere :( (2/2)","Haven't had one because I was sure I wouldn't be able to commit at the of the 30 days, sadly.",114,0.257781826793418,0.6831758598597345,8.0,1.0
317925,317926,2017-10-07 09:47:31+00:00,Avelino Baptista __email__ 38 Chatham st Lynn ma 01902,"I am a hard working man, trying to make America great again @ U.S.A! I get someone in the Philippines God bless them great people!",-1,0.23741901195066706,0.33907668279682535,4.0,1.0
319178,319176,2017-10-07 13:14:26+00:00,Yep . Thanks for the reply.,Sure thing.,125,0.6418369169756633,0.9462034097626292,1.0,1.0
319463,319461,2017-10-07 14:03:35+00:00,No. I only have 1 item for order.,that's not strange. I have seen other users tweeting about same problem. Here's one: https://t.co/lwvPUg0zxT,42,0.02486022787783443,0.5284793031337975,18.0,1.0
320043,320019,2017-10-09 02:00:05+00:00,Show me d progress what you have done for so far ask someone to call me and make me understand what’s going on. Nobody contacted me till now,What you will respond there ‘your sincere apology and will get back to you soon’ if you could respond there why I had to cm on social media?,42,0.45753975005248054,0.5860631780302965,4.0,1.0
320327,320325,2017-10-07 12:20:31+00:00,Never left it in the safe place and marked it as unable to deliver. Also left gate wide open which would allow dog to escape.,Nope. Yes and yes. Just this person seems not to want to do that and add work for themselves by returning to depot.,-1,0.2739723477776381,0.6168591166911497,10.0,1.0
320353,320358,2017-10-13 10:31:14+00:00,1__credit_card__ Your customer support is horrible,yes provided,125,0.18290974460381387,0.7076230341160312,11.0,1.0
320645,320647,2017-10-07 12:33:12+00:00,She asked me for the last 4 digits followed by expiry dates and wasn't ready to transfer my call to someone.,I don't think that's legit,115,0.13221131837985461,0.7416596509832191,11.0,1.0
328452,328458,2017-10-07 17:52:24+00:00,"Le suivi sur le site de colisprivé dit: ""Votre colis est en cours de livraison"". C'est des champions.",Pas encore.,116,0.1969886459437275,0.7637817303159911,12.0,1.0
328455,328458,2017-10-07 18:06:57+00:00,Pas encore.,"Merci, je ferai suivre les réponses sur twitter et FB.",42,0.2807413391883005,0.41696834360910806,9.0,7.0
331242,331240,2017-10-07 18:44:36+00:00,"And then an enigmatic statement that i must log on to my mobile drvice to ""rent"" the film, nothing when i do, i design better ux on the loo",No i have not ... and heres why...,114,0.31788389352487034,0.6365210421707779,4.0,1.0
331280,331275,2017-10-07 19:34:18+00:00,Really I'm very disappointed about your services.I'm not a celebrity that's why you harrash me. I purchase shoes for wear but u make me fool,I already contact to your support team but your support team is unable to solve it that's why I contact via Twitter,42,0.2768572959556068,0.5015597884108414,4.0,1.0
1260621,331369,2017-10-16 09:32:56+00:00,Wow I am unable to find option for my problem..can't you guys help? Or any contact number..I m in US and m recieving waves of messages,"Yes, for sure..no one is doing that",115,0.10779316292722435,0.9745348119031946,15.0,1.0
331993,331987,2017-10-07 20:23:00+00:00,I need my product..which I purchased.but when I contact cust sup..you guys are telling tht product is auto cancelled. Due to lack of stock..,How can It is posbl?,-1,0.03868775952131936,0.6126370057310184,13.0,1.0
643831,332010,2017-10-13 05:23:01+00:00,It is an useless email without any resolution.,"No thanks, your social media team is quite useless in resolving an issue.",42,0.4906341629610895,0.6520406415726311,1.0,1.0
643830,332010,2017-10-13 05:52:18+00:00,"No thanks, your social media team is quite useless in resolving an issue.","You have to tell me that, please check the history of the tweets and check the email I have replied to you. Why are you asking me for details when I should be the one asking",42,0.38098960720672803,0.5887859724237561,2.0,1.0
643835,332010,2017-10-14 16:10:13+00:00,"You have to tell me that, please check the history of the tweets and check the email I have replied to you. Why are you asking me for details when I should be the one asking","What correspondence and what response, your social media team is a joke.",42,0.47755587101907193,0.45875568032535685,1.0,1.0
643850,332010,2017-10-31 17:24:38+00:00,"You think I didn't try, I chose the reason ""Payment issues"" still it plays the same record on IVR.",What is this Twitter handle for then?,42,0.4348900328009503,0.5930862639070739,1.0,1.0
341449,341460,2017-10-28 07:35:21+00:00,"Es geht darum, dass die besagte E-Mail-Adresse nun min. 1 Monat keine E-Mails mehr annimmt. Über das Kontaktformular können keine direkten..",Das hat doch den gleichen Effekt wie das Kontaktformular. #sinnlos,42,0.45180257067703333,0.7511755307013153,1.0,1.0
347797,347795,2017-10-08 10:41:40+00:00,@198823 What exactly are guidelines for posting feedback for products that don't meet the mark? Should we owe it to buying it from Amazon or Karma?,"Thanks for the prompt response. If only the service was equally prompt and good, we wouldn't need twitter to show our love!",42,0.4824492570029305,0.6402358400031452,2.0,1.0
348186,348176,2017-10-08 07:52:55+00:00,Same cost product is not available.,Got a call from head office.i shared all the screen shot of your tweets and share your feed back that u can't help customer,42,0.4952505241246543,0.5317394817872642,4.0,1.0
350640,350642,2017-10-08 10:40:47+00:00,I was not able to access anazon prime and amazon. Had complained however did not get satisfactory resolution,Similar case was with tata docomo. Hence had to take help if twitter. The tata docomo tech came and sorted out the issue,42,0.2346276595358825,0.6880408195136614,8.0,1.0
350641,350642,2017-10-08 10:41:46+00:00,Apparently DNS issue and IP was getting blocked,However i suffered for 1 month without resolution,-1,0.2707836694296081,0.7678664378154954,3.0,1.0
350650,350648,2017-10-08 12:35:31+00:00,@115850 @115851 Hve filed a complaint with Consumer Forum and the complaint number is 459764. Waiting for ur resolution till 11th Sept. https://t.co/CxDfI0kSEG,"Mr. PS as said on so many tweets, I have already shared the details with you'll n number of times. But you are not helping at all. https://t.co/pduc6CXA5O",42,0.351391535115681,0.5819615638746254,4.0,1.0
354416,354421,2017-10-12 01:08:54+00:00,This is nonsense. Already filled that two days back. Every time I follow up you will send me that fixed reply to fill details? Plz resolve,Not yet.,116,0.3716474640093691,0.7688057679234421,1.0,1.0
743338,354421,2017-10-14 03:57:54+00:00,nice to hear that.,Not received any after 8 Oct in which they asked for details that I replied.,-1,0.4580231737911685,0.5406829703792497,2.0,2.0
355626,355624,2017-10-08 15:04:20+00:00,Well no because it says that numbers not recognised,Yeah that’s not recognised either?,115,0.5462652797049389,0.929445538872333,1.0,1.0
359228,359215,2017-10-09 15:39:15+00:00,Unhappy with your service 😔,I said before... See the previous tweets,42,0.25140727912665106,0.5005394513857038,5.0,1.0
364676,364673,2017-10-08 20:14:39+00:00,Hey !! Thank you !! 😊 I know Amazon will get the product deliveries ontime......initial tweet was about festival quiz contest 😃😉,Yeaah!!!Great job team! Sale was brilliant and amazing ..new phone ..new clothes..new shoes...! Now hoping to get the prize as well..hahaha😁,-1,0.4521961794661589,0.900739165143946,1.0,1.0
365616,365622,2017-10-08 20:33:25+00:00,Wann ist der nächste Prime Day? 😉,Vielleicht sollte eure Marketing Abteilung mal mit Twitter reden 😝😅,42,0.4196673754507877,0.5039364209798334,2.0,1.0
365644,365639,2017-10-08 20:56:57+00:00,"All in all, an hour and 15 minutes spent, still no good outcome for me, and the CS manager sounded so bored & did not care in the slightest!","Fulfilled by Amazon, the CS guy said. Refused to issue a collection. I've got nothing to give my Mum for her birthday; not even a gift card!",-1,0.505581283994642,0.789735656589534,1.0,1.0
369176,369186,2017-11-29 15:13:40+00:00,Plz sort it out asap.... m begging u,Social media?? U mean via mail?,42,0.3686608444477061,0.5810114013335771,1.0,1.0
375830,375828,2017-10-09 10:18:26+00:00,No. Still haven't received an email notification. Had to log in to find out the package is late.,No. Wasn't until I logged into my account when I saw that the package wasn't coming. No email/text,-1,0.7033404241744843,0.7427043457807674,1.0,1.0
376020,376023,2017-10-09 02:37:01+00:00,El problema no es ustedes! Es @9129,Por fa lean el.twit antes de responder bye,42,0.45199180870003486,0.8203091369681226,3.0,1.0
378537,378534,2017-10-09 12:52:01+00:00,Will somebody call,Yes. Please check,125,0.20256768163663405,0.5885948871939055,11.0,1.0
379393,379389,2017-10-09 07:21:33+00:00,"Non, via l'application. Amazon Logistics.","La dernière fois que j'ai contacté le SAV pour une commande, j'ai demandé l'annulation et on m'a dit ""tout est OK"". Je l'ai qd-même reçue.",-1,0.6760547348979631,0.790977913962432,1.0,1.0
381401,381407,2017-10-11 15:51:26+00:00,Absolutely useless spend 30 mins on the phone to be told they are to busy and they will call me back. 48 hours later nothing @115851,Please read through this tweet.,42,0.2599778838736191,0.6336932268317619,5.0,1.0
382385,382395,2017-10-27 04:22:56+00:00,no mail......i haven't got any mail today so far,nothing there,115,0.38545503701858985,0.7571849775061334,1.0,1.0
384417,384408,2017-10-09 15:56:24+00:00,@AmazonHelp STILL NOT HERE. Bearing in mind I payed more for the shipping then the product. Help?,STILL NOT HERE,117,0.2944344966962895,0.673184285277979,7.0,2.0
386853,386845,2017-10-10 08:05:03+00:00,"Le montant de la commande s'élève à 14€, celui de mon cheque cadeau à 15","Non, je n'en ai pas",115,0.43229761744931755,0.5614506148253584,2.0,1.0
387180,387181,2017-10-09 13:38:36+00:00,"Now when you have the same, show some deleberate effort to help.","Enough information was shared in the tweet, if you want to help then you can help.",42,0.40368569048760206,0.5823679651964604,1.0,1.0
389653,389655,2017-10-09 21:43:49+00:00,Sii*-* es uno de mis favoritos😍,Claro ^^,125,0.5949790456676827,0.7913044266311158,1.0,1.0
393053,393051,2017-10-09 20:49:47+00:00,Shipped by Amazon and back to an Amazon facility,"Of course I have checked. Then I tried to find s way to contact customer service. Hence, the tweet.",42,0.18873360807526438,0.6698141350461245,17.0,1.0
394430,394426,2017-10-09 17:57:25+00:00,Thanks for replying . But let me tell you even after multiple correspondence . The team is not able to reinstate my account so i have (1/2),to switch to twitter (2/2),42,0.21224546526235505,0.5444853136713745,3.0,1.0
396936,396931,2017-10-10 14:51:17+00:00,"That's the case, this product is costly now about 55% from price which i have purchased earlier and i should not have to spend the same...","Still my issue isn't resolved, you are saying same thing which you tweeted, feeling cheated...",42,0.12321401133692075,0.8321702522898617,19.0,1.0
397345,397343,2017-10-27 13:39:24+00:00,"Não, não. Apenas acostumada com o antigo layout, kkkk. Mas agradeço a atenção. 😊😘",Agradeço novamente e parabéns ficou lindo o novo layout!! 😘👏📚,-1,0.6688715656074554,0.922531757982926,1.0,1.0
399134,399139,2017-10-29 07:50:48+00:00,"If this is not resolved and credited by end of day today, i shall cancel further order on amazon and place it on flipkart.",no. nothing at all. No information till date,115,0.12467752407275598,0.6942106293150233,16.0,1.0
407047,407038,2017-10-10 07:21:25+00:00,Well I tried that. And after here captcha codes and a new verification codes I finally got on only to find I couldn’t submit form because,I didn’t have the tweet url. Not going through that again. There must be a record of previous support request so your guys can use that,42,0.37526293583724196,0.5713997202643772,3.0,1.0
407888,407890,2017-10-09 22:32:41+00:00,"of course not! Y r u guys tossing me up and down for a year. It's just d same cycle. I provided my bank account. PAY ME, simple!",instead u blocked me from accessing the site unless I update my credit card for u to deduct more?,-1,0.4095295649488732,0.7659576134658174,1.0,1.0
409312,409310,2017-10-10 05:16:52+00:00,Don't ignore me :(,"Check all my tweets, everything is there.",42,0.24462884979186622,0.3787664855754628,7.0,3.0
415138,415136,2017-10-10 15:44:15+00:00,"I received a delay notice. a few days later when I emailed asking if there was a tracking update, I was told it would be delivered that day",Obviously that wasn't true,115,0.08638229193961988,0.6671422079880335,12.0,1.0
417814,417818,2017-09-25 13:18:08+00:00,"I called many a times and explaining the situation to executive, don't I have any job? I am getting different reply every time.",what is Twitter handle means please?,42,0.17768882455484483,0.42425679784316017,7.0,1.0
420670,420656,2017-10-13 02:28:12+00:00,Finally the order got delivered but I had to travel without it,Thank you so much to social media and leadership team,42,0.09966560524048455,0.7077240188759262,16.0,1.0
426385,421372,2017-10-10 12:21:24+00:00,@206514 @206514 this their tactics not to attend customer end of the day you will get only sorry right @115851,Yes sure.,125,0.23502724982296863,0.7142712777136226,5.0,1.0
421542,421540,2017-10-10 08:50:17+00:00,They won't. They refuse to and claim it's physical damage although we weren't home! Just curious if you guys would help in that scenario.,"Not at all, although I wish I had. :(",114,0.28606576298790565,0.9807326509166135,3.0,1.0
422941,422945,2017-10-10 12:26:03+00:00,il a pas de version boite pour SWBF2 et Need For Speed ? Oo,Impossible,115,0.15936642775063384,0.8411776597832589,8.0,1.0
422996,422998,2017-10-10 10:19:33+00:00,"Well, am just awaring ppl out here not to buy products from your company this is totally disgusting am gonna file a case at consumer court",Gonna make it socialize as much as i can,42,0.07830402170017842,0.9370237765080508,13.0,1.0
425183,425177,2017-11-21 16:22:56+00:00,Still not received item. Checked order tracking and item has been dispatched but not out for delivery yet. Considering that this was ordered on prime on Saturday and I still don’t have it is really annoying...,No nothing at all.,115,0.06331403886703983,0.7469973810607807,10.0,1.0
425438,425407,2017-10-11 03:36:55+00:00,It suppose to deliver on 9th Oct only now it's shoeing me at 14 Oct it's such pathetic customer service ever seen.,You are doing nothing.,115,0.0828480363529729,0.6734049555474428,7.0,1.0
426679,426683,2017-10-10 12:32:42+00:00,Fire tv stick,Yes its active,124,0.14658337837494273,0.859687903194858,11.0,1.0
428972,428976,2017-10-03 20:17:52+00:00,"noch nicht.... ich trau mich nicht zu bestellen wenn ich an meine letzten ""Zustellungen"" denke wie zu Ostern...Paket suche",ich verstehe das so... bei Problemen twitter ich... ihr kommt vorbei und sucht mein Paket,42,0.6689488240486788,0.7153036127027029,1.0,1.0
428956,428976,2017-10-03 21:29:27+00:00,"wenn DER Bote immer noch für euch ""tätig"" ist ....mit Sicherheit",DAS hab ich vor..... hab den Link zu diesen Tweets gespeichert und werde das Lob unten ranhängen jetzt bin ich noch gespannter https://t.co/G1oReIQVkC,42,0.5627655491669014,0.7123275022262252,1.0,1.0
429073,429066,2017-10-10 15:05:50+00:00,N° DE COMMANDE 403-4401776-1509903 car y a pas de numero de suvi,justement y a pas de numero de suvi voila le soucis,115,0.5108796819486205,0.6163533441875324,1.0,1.0
430096,430040,2017-10-13 10:11:45+00:00,"No,I did not receive any new email from your company side. But if you people cannot fix this, then, Thank You Very Much. GoodBye Amazon Bye","Tell me here that you cannot fix this problem, let the world see it from your twitter handle, otherwise fix my issue, I gave you all details",42,0.5774736370536621,0.6886584328451806,2.0,1.0
430106,430040,2017-10-13 10:36:19+00:00,"How many times have I told u I will not share my bank details with u cheaters, I will file a complaints with the national consumer forum..",i tweeted to your ceo jeff bezoz too,42,0.48414622223214154,0.5950515594756212,2.0,1.0
430600,430598,2017-10-10 15:16:04+00:00,thankyou Amazon. :),yeah sure. ^_^,125,0.36580502960176303,0.9363837966832063,2.0,1.0
430698,430689,2017-10-10 16:28:39+00:00,"No, this is not the solution which you are offering to me.",I have already shared my details over twitter page.,42,0.13224294952615795,0.5046767603816918,15.0,1.0
433008,433004,2017-10-11 09:58:26+00:00,Havent got my order yet. was promised by one of your customer executives that ill get it by 5:00PM. no contact from your side. Flight at 8,Cant open the link. lets talk on twitter itself.,42,0.1359323370462521,0.8655739850842095,14.0,1.0
434595,434565,2017-10-14 06:00:32+00:00,"today also not delivered, its been 4th day im escalating.. agent number which i given is incorrect which is 8660088587",ESCALATING FROM LAST 4 DAY'S NO RESPOND FROM SOCIAL MEDIA TEAM OR NOTHING ... LEAST BOTHER TO CONTACT TO EXPLAIN THE ISSUE.. I CALLED 12TIMS,42,0.5497373225681599,0.7507195118843722,1.0,1.0
435091,435084,2017-10-10 19:04:12+00:00,"Yeah.. I'm already doing that and getting told ""so sad too bad""","Yeah. Deal with it, or, nothing.",115,0.32515604209253957,0.5177147441560453,4.0,1.0
439311,439335,2017-10-11 13:23:53+00:00,I already have. I have also explained the issue in detail.,"Still waiting for any kind of an update. since its already around 7pm IST, i'm assuming im not getting any of my products today.Thanks a lot",-1,0.35971858201444007,0.5270166802141266,5.0,1.0
439315,439335,2017-10-11 14:02:25+00:00,thank you for sending me the link to the message center. Now i can rest peacefully.,I haven't.,114,0.3051693914915652,0.5906546192421878,1.0,1.0
440490,440507,2017-10-25 17:52:28+00:00,Et un projet en cours! Pour me faire pardonner ! https://t.co/PcGpdl7ilj,Bien entendu! Comptez sur moi! ^^ je vous enverrais un Tweet une fois ma nouvelle oeuvre achevée! 😊,42,0.6463952976081612,0.684708737253321,1.0,1.0
442847,442851,2017-11-22 09:45:59+00:00,"3 phone calls, 1 hour and still you can't unhack my wife's account. How difficult can it be FFS!!!! She just wants access to her account back. #amazon #fail #scam #Hacker #Criminal https://t.co/0HU9gIhAF5",Can I DM you rather than discuss this openly on Twitter?,42,0.1532325548027622,0.964871774365812,12.0,1.0
442955,442960,2017-11-22 08:54:17+00:00,"It just says ""between the 22nd and 24th"" but it's toys for a little boy for a Christmas appeal - the collection date for which is tomorrow. Which is why I'm extra concerned.",Not sure what you mean...I haven't contacted anyone until I tweeted you this morning. Is there another route I should've taken?,42,0.28215772026633545,0.8007914201730251,12.0,1.0
445412,445417,2017-11-22 11:43:38+00:00,Not very good customer service. Also emailed the complaints email address i was given and not even received an automated response. Care to help?,Nope. Nothing.,115,0.13600152870106172,0.7117397922430722,12.0,1.0
445582,445587,2017-11-22 10:09:17+00:00,"These are all order for filled by Amazon. Email says guaranteed today. However app says 22-24 November. I need the items today, as per my order and prime membership.",Yes and give a vague answer.,125,0.12781856763807867,0.8561553061707131,12.0,1.0
447230,447240,2017-11-30 18:52:19+00:00,"Ok, donc je chercherais du côté de chez Samsung la garantie, merci !","Re-bonsoir ^^' Le produit ci-dessous à changer par rapport à mon tweet précédent (Provenance de l'article), rien ne change cependant niveau garantie etc ? https://t.co/kTKrbZlORJ",42,0.3760603790750649,0.7206154005503591,1.0,1.0
448219,448228,2017-11-30 20:39:32+00:00,"Warum ist denn der Status bei euch immer noch ""Rücksendung unterwegs""?",Bis jetzt noch nicht,116,0.5964545859479551,0.8340002067979067,1.0,1.0
459974,459978,2017-12-01 02:10:17+00:00,"Preparing for shipment due Monday Dec 4th.. which when I ordered suppose to be today, and then got an email stating it changed",It’s not even with them yet,116,0.253847202782739,0.8078217785681183,3.0,1.0
461235,461241,2017-11-27 23:04:16+00:00,"Won’t be renewing prime next year, a waste of money!!!!!",Did you look at the picture I tweeted you?,42,0.23212627310598621,0.4147303123819598,7.0,1.0
465115,465122,2017-12-01 04:20:39+00:00,So just now it updated about the delay that happened a while ago. Also “weather or natural disaster” no natural disasters have happened today and it’s been sunny with some clouds but nothing serious https://t.co/9070vOpUzY,Seems like everyone is getting the same thing tonight. But a better excuse would be nice besides weather/natural disaster literally it’s been sunny all day https://t.co/pqXDJP29Wh,-1,0.500980414023145,0.8360776885408887,1.0,1.0
468770,468789,2017-11-08 09:58:34+00:00,That is not a resolution at all! I have suffered loss of Rs 5500 due to ur mistake. And u compensate only Rs 1500? I'll go to court for this,What understanding? Answer me why should I suffer loss of Rs 5500 due to your mistake?,-1,0.6538043226591318,0.6892271225122838,1.0,1.0
469382,469390,2017-12-01 07:19:56+00:00,hace poco mas de media hora por teléfono. después me mandaron un correo que no tiene nada que ver. AE7SFJS8TMM1U,"es una oficina de correos, pero elimino el tweet. me dijeron que a ellos no les figuraba nada.",42,0.6141786025182085,0.7384255022476884,1.0,1.0
470867,470865,2017-12-01 09:39:29+00:00,"Pour se déconnecter, il ne faut pas être soi. https://t.co/S8N6TsZVe3","Sérieux, vous découvrez ? Lol",-1,0.49322531646031215,0.9477872143234923,3.0,1.0
472325,472329,2017-12-02 12:36:27+00:00,Today the delivery is showing as delayed. (As stated yesterday) how are @115830 intending to compensate me for the inconvenience?,I've emailed them (again) every other company I deal with manage to extend full customer service to Twitter via DM. @115830 it's disappointing you've fallen behind,42,0.5006959406544333,0.6401490406462303,3.0,2.0
474249,474247,2017-12-01 10:36:03+00:00,Yes I’ve done that a couple of times and this comes up https://t.co/TSGpQrihnc,I haven’t 😕,114,0.322164540349551,0.6967871792026502,3.0,1.0
474316,474323,2017-12-01 10:04:54+00:00,I ordered many stuff last friday from US Amazon and it’s not shipped tell this moment. I don’t know if it’s normal or not,Not really,115,0.1756004324597949,0.8175019344712873,9.0,1.0
477698,477703,2017-12-01 13:00:17+00:00,Are you guys aware of @87009 they're fishing- asked me for cc details etc linked to account to help enquiry.,Sorry @22081... are the twitter handle phishing,42,0.2837073506873232,0.5806624021138123,2.0,1.0
478475,478480,2017-12-01 12:49:34+00:00,This. Order# 205-8182259-9157161 https://t.co/SmNwUTZ9cV,Thank you. An update on twitter or email?,42,0.4452505463818677,0.6777863773225337,2.0,1.0
478491,478489,2017-12-01 13:15:06+00:00,You can play with customer emotions! I want a replacement,"Tommrow I will post all details in Facebook, YouTube and twitter",42,0.0741753919745658,0.5857198238571859,7.0,1.0
478581,478587,2017-12-01 12:33:40+00:00,El problemas es que no sé. Compró casi todas las semanas en Amazon y estoy a la espera de varios productos,Esto vía Twitter con SEUR,42,0.40473583371097366,0.6045570339323286,2.0,2.0
479351,479349,2017-12-01 13:12:57+00:00,"Nothing but ""unexpected fluctuations in supply and demand"". Maybe coincidence but I've had no issues with other products being delayed bar the past 2 video game preorders.","Yes, the 6th as I showed in the original tweet.",42,0.23219005351086175,0.9369753321393706,15.0,1.0
479374,479376,2017-12-01 13:21:35+00:00,It says AMZL US,Yes. All I want is the tree I ordered to be delivered to me at the price I paid for it.,-1,0.35376394843453873,0.6233103819303769,3.0,1.0
481545,481538,2017-12-01 14:41:26+00:00,Amazon Logistics d'après le suivi,Pas encore,116,0.19282010613513767,0.7743201524699044,12.0,1.0
486669,486691,2017-11-30 01:52:08+00:00,Done. Please look into it. Thank you.,Any progress?,-1,0.6529668823982158,0.6674361428496723,1.0,1.0
486667,486691,2017-11-30 04:17:23+00:00,Any progress?,Nothing yet.,117,0.42223863947328344,0.6962698824554905,1.0,1.0
492123,492135,2017-12-01 17:22:16+00:00,"Because I was promised that it will get here, I did not make any other arrangements. And now my husband's birthday surprise is ruined. He's 40.... This is awful and so stressful",No reason or explanation.,115,0.0698689740710633,0.5007308213138065,16.0,1.0
493284,493292,2017-12-02 16:05:29+00:00,Shin Chan SEASON 1.,dude.. no update till now... shin chan season 1 still unavailable..,-1,0.6409260056166487,0.6364733689689921,1.0,1.0
493304,493309,2017-11-12 13:17:47+00:00,Don’t do forms,Here is what Maplins attitude was to the whole thing of poor deliveries and who is accountable for it. Really poor attitude. Just because an item isn’t broken doesn’t mean it’s a good customer experience. Sort it out @115821 https://t.co/4W19KUWHhU,-1,0.19587593400253528,0.4281585754913534,13.0,2.0
494127,494129,2017-12-01 17:46:49+00:00,Made order next Saturday failed to be delivered on Wednesday and Thursday rang yesterday and this afternoon around 12:30 was promised that would be delivered today then rang again this afternoon told be delivered until Monday now been waiting 7 days one of worse customer services,No I wasn’t!!!! Sort it out,115,0.21913727243656356,0.9738231064011318,9.0,1.0
495858,495861,2017-12-01 18:22:44+00:00,I would have to say Siamese. https://t.co/LwhtVM3Z1u,Indeed he is.,125,0.1804459168767101,0.8153266379240833,6.0,1.0
502441,502448,2017-12-01 21:17:19+00:00,Yeah it’s 8pm and still nothing! 👎🏽,9:15 and nothing!,115,0.5530804672141478,0.9454868106213992,1.0,1.0
503463,503464,2017-12-01 20:31:20+00:00,Can I make a complaint about carriers? Having orders out for delivery and just not show up is really crummy.,"I haven’t, no. Because, y’know, Friday night.",114,0.13438747388855635,0.8134475842687254,17.0,1.0
511657,511655,2017-12-01 23:23:06+00:00,"I have seen a lot of people doing the same, like complaining to local authories and even they didnt find any solution from them, so its probably a waste of time.",Nothing can be done other then that 😭,115,0.29717274468590565,0.7177192256287607,3.0,1.0
